Key,Value
GameChat_ChatServiceRunner_YouCannotJoinChannel,Du kannst Kanal „{RBX_NAME}“ nicht beitreten.
GameChat_ChatServiceRunner_YouCannotLeaveChannel,Du kannst Kanal „{RBX_NAME}“ nicht verlassen.
GameChat_ChatService_CannotLeaveChannel,Du kannst diesen Kanal nicht verlassen.
GameChat_DoMuteCommand_CannotMuteSelf,Du kannst dich nicht selbst stummschalten.
GameChat_TeamChat_CannotTeamChatIfNotInTeam,"Teamchat ist nur verfügbar, wenn du Mitglied eines Teams bist!"
GameChat_PrivateMessaging_CannotWhisperToSelf,Du kannst dir nicht selbst etwas zuflüstern.
GameChat_ChatService_YouHaveLeftChannel,Du hast Kanal „{RBX_NAME}“ verlassen.
GameChat_ChatFloodDetector_Message,"Du musst warten, bevor du eine weitere Nachricht senden kannst!"
GameChat_ChatFloodDetector_MessageDisplaySeconds,"Du musst {RBX_NUMBER} Sekunden lang warten, bevor du eine weitere Nachricht senden kannst!"
KEY_PLAYER_IDLE_DISCONNECT,"Deine Verbindung wurde getrennt, da du {RBX_NUMBER} Minuten lang untätig warst."
GameChat_ChatMessageValidator_SettingsError,Aufgrund deiner Chateinstellungen kannst du keine Nachrichten senden.
GameChat_ChatMessageValidator_WhitespaceError,Deine Nachricht enthält unzulässige Leerräume.
GameChat_ChatMessageValidator_MaxLengthError,Deine Nachricht überschreitet die zulässige Nachrichtenlänge.
GameChat_SwitchChannel_NowInChannel,Du chattest jetzt in Kanal „{RBX_NAME}“.
Sent,Gesendet
Corescripts.AvatarContextMenu.PlayerBlocked,Person blockiert
CoreScripts.AvatarEditorPrompts.GameNamePlaceHolder,Unbekannter Experience-Name
CoreScripts.TopBar.GameNamePlaceHolder,Experience
Feature.SettingsHub.Label.LeaveGame,Möchtest du die Experience wirklich verlassen?
Feature.SettingsHub.Label.GameInviteError,Experience-Einladung konnte nicht gesendet werden. Bitte versuche es später erneut.
Feature.SettingsHub.Label.ModeratedInviteError,Experience-Einladung wurde moderiert und nicht gesendet.
Feature.SettingsHub.Action.InviteFriendsToPlay,Freunde einladen
Feature.SettingsHub.Label.CaptureDescription,Nimm deine Experiences auf. Die aufgenommenen Fotos werden auf deinem Gerät gespeichert.
Feature.SettingsHub.Label.CaptureDescription1,Nimm deine Experiences auf.
Feature.SettingsHub.Label.WhichPlayer,Welche Person?
InGame.ConnectionError.DisconnectDuplicatePlayer,Diese Experience wurde mit demselben Konto auf einem anderen Gerät gestartet. Verlasse die Experience auf dem anderen Gerät und versuche es erneut.
InGame.ConnectionError.PlacelaunchUserLeft,"Benutzer, der sich versucht hat, beizutreten, hat die Experience verlassen."
InGame.ConnectionError.PlacelaunchHashExpired,Diese Experience ist derzeit nicht verfügbar. Bitte versuche es später erneut.
InGame.ConnectionError.PlacelaunchUnauthorized,"Du hast keine Berechtigung, dieser Experience beizutreten."
InGame.ConnectionError.PlacelaunchDisabled,Der Zielort ist eingeschränkt. Bitte versuche es an einem anderen Ort oder versuche es später erneut.
InGame.ConnectionError.DisconnectRejoin,"Die Experience wurde mit demselben Konto auf einem anderen Gerät gestartet. Verbinde dich wieder, wenn du dieses Gerät benutzen möchtest."
InGame.ConnectionError.DisconnectDevMaintenance,Der Entwickler der Experience hat den Experience-Server vorübergehend heruntergefahren. Bitte versuche es erneut.
InGame.ConnectionError.DisconnectEvicted,"Die Experience wurde mit demselben Konto auf einem anderen Gerät gestartet. Verbinde dich erneut, wenn du dieses Gerät benutzen möchtest."
InGame.ConnectionError.PlacelaunchPartyCannotFit,"Dein Team ist zu groß, um diese Experience beizutreten. Versuche, eine andere Experience beizutreten."
InGame.ConnectionError.PlacelaunchRestricted,Der Status der Experience hat sich geändert und du hast keinen Zugang mehr. Bitte versuche es später erneut.
InGame.ConnectionError.PlacelaunchErrors,Beim Beitritt zur Experience ist ein Fehler aufgetreten. Bitte versuche es erneut.
InGame.ConnectionError.DisconnectLuaKick,Du wurdest aus dieser Experience gekickt oder von den Moderatoren entfernt.
InGame.ConnectionError.PlacelaunchHashException,Diese Experience ist derzeit nicht verfügbar. Bitte versuche es später erneut.
InGame.ConnectionError.DisconnectLuaKickWithMessage,Du wurdest aus dieser Experience gekickt oder von den Moderatoren entfernt. Moderationsnachricht:  {RBX_STR}
InGame.EmotesMenu.EmotesDisabled,Emotes sind in dieser Experience deaktiviert.
FriendPlayerPrompt.Title.UnfriendPlayer,Connection entfernen?
InGame.PlayerList.Players,Personen
InGame.Presence.Label.InGame,In Experience
PurchasePromptScript.ERROR_MSG.PURCHASE_DISABLED,In-Experience-Käufe sind derzeit deaktiviert
GameChat_ChatCommandsTeller_TeamCommand,/team <Nachricht> oder /t <Nachricht> : Sendet eine Teamnachricht an Mitglieder deines Teams.
GameChat_ChatServiceRunner_SystemChannelWelcomeMessage,Dieser Kanal ist für System- und Experience-Benachrichtigungen.
GameChat_GetVersion_Message,Die Chatversion dieser Experience ist [{RBX_NUMBER}.{RBX_NUMBER}].
GameChat_PrivateMessaging_CannotChat,Du kannst mit dieser Person nicht chatten.
GameChat_FriendChatNotifier_JoinMessage,Deine Connection {RBX_NAME} ist der Experience beigetreten.
Authentication.Login.WeChat.AntiAddictionText,"Boykottiere schlechte Experiences und lehne Raubkopien ab. Sei dir über Selbstverteidigung und Täuschungsversuche im Klaren. Der Besuch von Experiences ist gut für dein Gehirn, aber zu viel des Guten kann deine Gesundheit beeinträchtigen. Teile dir deine Zeit gut ein und führe einen gesunden Lebensstil."
Authentication.Login.Label.WeChatAntiAddictionText,"Boykottiere schlechte Experiences und lehne Raubkopien ab. Sei dir über Selbstverteidigung und Täuschungsversuche im Klaren. Der Besuch von Experiences ist gut für dein Gehirn, aber zu viel des Guten kann deine Gesundheit beeinträchtigen. Teile dir deine Zeit gut ein und führe einen gesunden Lebensstil."
Feature.SettingsHub.Label.NoFriendsScreen,Finde Freunde und lade sie zu gemeinsamen Experiences ein!
Feature.SettingsHub.Label.RecentPlayed,Kürzlich besucht
InGame.HelpMenu.ConfirmLeaveGame,Möchtest du die Experience wirklich verlassen?
PlayerDropDown.UnBlock,Blockierung aufheben
PlayerDropDown.Block,Blockieren
Feature.Screentime.Description.HeartbeatConsecutiveFailure,"Interner Fehler. Bitte versuche erneut, dich anzumelden."
Feature.SettingsHub.TouchMovementMode.ClassicThumbstick,Klassischer Thumbstick
Feature.SettingsHub.Action.Unblock,Blockierung aufheben
Feature.SettingsHub.Action.Block,Blockieren
Feature.SettingsHub.Heading.BlockUser,Blockieren {DisplayName}
Feature.SettingsHub.Action.Cancel,Abbrechen
Feature.SettingsHub.Message.BlockConfirmation,Du und {DISPLAY_NAME} (@{RBX_NAME}) könnt nicht mehr miteinander kommunizieren.
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptTitle,Avatarcharakter löschen
Feature.SettingsHub.Heading.Report.ThanksForReport,Danke für deine Meldung!
Feature.SettingsHub.Label.Report.ReceivedReportBody,Wir haben deine Meldung erhalten und werden uns gegebenenfalls so bald wie möglich darum kümmern. Dein Feedback hilft uns beim Schutz unserer Community.
Feature.SettingsHub.Label.Report.OtherActionsHeader,"Andere Maßnahmen, die du erheben kannst"
Feature.SettingsHub.Action.Report.Done,Fertig
Feature.SettingsHub.Label.Report.BlockDisplayName,{DISPLAY_NAME} (@{RBX_NAME}) blockieren
Feature.SettingsHub.Label.Report.UnblockDisplayName,{DISPLAY_NAME} (@{RBX_NAME}) nicht mehr blockieren
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptText,Möchtest du Charakter {RBX_NAME} von Roblox löschen?
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptTextNoName,Möchtest du diesen Charakter von Roblox löschen?
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptYes,Löschen
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptNo,Abbrechen
InGame.InspectMenu.Description.LayeredClothingR6,Der R6-Körpertyp unterstützt den Artikel nicht.
CoreScripts.AvatarEditorPrompts.RenameOutfitNamePromptTitle,Charakter umbenennen
CoreScripts.AvatarEditorPrompts.RenameOutfitPromptText,Gib einen neuen Namen für Charakter {RBX_NAME} ein:
CoreScripts.AvatarEditorPrompts.RenameOutfitNameTitle,Charakter umbenennen?
CoreScripts.AvatarEditorPrompts.DisabledRenameOutfitPromptTitle,Das Umbenennen vom Charakter ist deaktiviert
CoreScripts.AvatarEditorPrompts.DisabledRenameOutfitPromptText,Das Umbenennen von Charakteren ist deaktiviert
CoreScripts.AvatarEditorPrompts.DisabledRenameOutfitPromptOkay,Okay
Feature.Friends.Action.IgnoreAllFriendRequestsPrompt,Möchtest du wirklich alle Freundschaftsanfragen ignorieren?
Feature.Friends.Label.Cancel,Abbrechen
Feature.SettingsHub.GameSettings.Input,Eingabe
Feature.SettingsHub.GameSettings.Output,Ausgabe
Feature.SettingsHub.GameSettings.Device,Gerät
Feature.SettingsHub.GameSettings.MicroProfiler,MicroProfiler
Feature.SettingsHub.Prompt.NotAudible,Sprachchat nicht hörbar
Feature.SettingsHub.Prompt.Permission,Sprachchat nicht verfügbar
Feature.SettingsHub.Prompt.Subtitle.NotAudible,"Spiellautstärke ist in den Einstellungen auf „0“ gesetzt. Bitte erhöhe Lautstärke, um Sprachchat zu hören."
Feature.SettingsHub.Prompt.Subtitle.Permission,"Gehe zu deinen Einstellungen, um Roblox zu erlauben, das Mikrofon zu benutzen."
Feature.SettingsHub.Prompt.Subtitle.Retry,"Bitte versuche, Chat zu verlassen und wieder beizutreten."
Feature.FaceChat.Message.PlaceUnavailable,Dieser Ort ist vorübergehend nicht verfügbar. Bitte versuche es später erneut.
Feature.FaceChat.Subtitle.NotAvailable,"Bitte versuche, die Experience zu verlassen und wieder neu beizutreten."
Feature.SettingsHub.GameSettings.InputDevice,Eingabegerät
Feature.SettingsHub.GameSettings.OutputDevice,Ausgabegerät
Feature.Friends.Label.IgnoreAllDoesntIgnoreAll300,"Hinweis: Bei jedem Klick auf ""Alle ignorieren"" werden höchstens 300 der neuesten Freundschaftsanfragen entfernt."
Feature.SettingsHub.Prompt.VoiceChatSuspended,Sprachchat gesperrt
Feature.SettingsHub.Prompt.Subtitle.Respect,"Bitte sei respektvoll anderen gegenüber, damit alle Spaß auf Roblox haben können."
Feature.SettingsHub.Prompt.Understand,Verstanden
Feature.SettingsHub.Feature.SettingsHub.Prompt.Subtitle.Place,Räumlicher Sprachchat ist nur in Orten mit maximal 30 Spielern verfügbar.
Feature.SettingsHub.Feature.SettingsHub.Prompt.Subtitle.User,Räumlicher Sprachchat ist für dieses Konto nicht verfügbar.
Feature.SettingsHub.Feature.SettingsHub.Prompt.Place,Max. Spielerzahl überschritten
Feature.SettingsHub.Feature.SettingsHub.Prompt.User,Keine Berechtigung für Sprachchat
InGame.ConnectionError.Action.Restart,Neu starten
InGame.ConnectionError.Heading.VRDisconnected,Kopfhörer nicht verbunden
InGame.ConnectionError.Message.RestartApp,"Um weiterzuspielen, starte die App bitte neu."
CoreScripts.AvatarEditorPrompts.UpdateOutfitPromptYes,Okay
CoreScripts.AvatarEditorPrompts.UpdateOutfitPromptNo,Abbrechen
CoreScripts.AvatarEditorPrompts.UpdateOutfitPromptTitle,Charakter aktualisieren?
CoreScripts.AvatarEditorPrompts.UppdateOutfitPromptTextNoOutfitName,Möchtest du den gespeicherten Charakter aktualisieren?
CoreScripts.AvatarEditorPrompts.UppdateOutfitPromptText,Möchtest du Charakter {RBX_NAME} aktualisieren?
Feature.SettingsHub.Prompt.Subtitle.Place,Räumlicher Sprachchat ist nur in Orten mit maximal 30 Spielern verfügbar.
Feature.SettingsHub.Prompt.Subtitle.User,Räumlicher Sprachchat ist für dieses Konto nicht verfügbar.
Feature.SettingsHub.Prompt.Place,Max. Spielerzahl überschritten
Feature.SettingsHub.Prompt.User,Keine Berechtigung für Sprachchat
CoreScripts.AvatarEditorPrompts.UpdateOutfitPromptText,Möchtest du Charakter {RBX_NAME} aktualisieren?
CoreScripts.AvatarEditorPrompts.UpdateOutfitPromptTextNoOutfitName,Möchtest du den gespeicherten Charakter aktualisieren?
InGame.InspectMenu.Action.Cancel,Abbrechen
InGame.InspectMenu.Action.Confirm,Bestätigen
InGame.InspectMenu.Action.Favorite,Als Favorit hinzufügen
InGame.CommonUI.Message.LuobuGameJoinWarning,"Bitte ahme kein gefährliches Verhalten im Spiel nach. Bitte berichte proaktiv Verstöße, wenn du auf negatives Verhalten stößt."
Feature.DevModule.ProfileCard.StatusPlaceholder,Was machst du gerade?
Feature.DevModule.ProfileCard.StatusErrorMessage,Status enthält unangemessene Wörter.
Feature.PremiumUpsell.Label.PremiumBenefitListDesc,Durch Roblox Premium erhältst du:
Feature.PremiumUpsell.Label.RobuxPerMonth,{robux} Robux im Monat
Feature.PremiumUpsell.Label.PremiumOnlyBenefits,Zugang zu Vorteilen nur für Premium-Benutzer
Feature.PremiumUpsell.Label.AvatarShopBenefits,Zugang zu exklusiven und reduzierten Artikeln im Avatar Shop
Feature.PremiumUpsell.Title.GetPremium,Premium holen
Feature.PremiumUpsell.Action.RobuxPerMonth,{robux} {currencySymbol}/Monat
Feature.PremiumUpsell.Label.Disclosure,Für <b>{currencySymbol}{price}/Monat abonnieren. Jederzeit kündbar.</b> Es gelten die Nutzungsbedingungen und Datenschutzrichtlinien von Roblox.
Feature.PremiumUpsell.Action.Subscribe,Abonnieren
Feature.SettingsHub.Prompt.Subtitle.TemporarySuspension,"Aufgrund von Nutzermeldungen haben wir festgestellt, dass dein Verhalten bei der Nutzung des Sprachchats gegen unsere Community-Regeln verstoßen hat. Dein Zugriff auf Sprachchat wurde gesperrt bis zum: "
Feature.SettingsHub.Prompt.Subtitle.Revoked,"Aufgrund mehrerer Verstoße gegen die Community-Regeln haben wir dir vorübergehend Zugriff auf den Sprachchat entzogen, bis die Beta-Phase endet."
InGame.InspectMenu.Action.Unfavorite,Von Favoriten entfernen
Feature.AddFriends.Action.FriendAdded,Freund hinzugefügt
Feature.AddFriends.Action.RequestIgnored,Anfrage ignoriert
Feature.Avatar.Label.LeftInitial,L
Feature.Avatar.Label.Right,R
Feature.Avatar.Label.RightInitial,R
Feature.Friends.Label.Following,Gefolgte Profile
Feature.Friends.Label.Followers,Follower
Feature.Friends.Label.MutualFriends,gemeinsame Freunde
Feature.Friends.Label.FollowsYou,Folgt dir
Feature.Friends.Label.YouAreFollowing,Du folgst
Feature.Friends.Action.Block,Blockieren
Feature.Friends.Label.Friend,Freund
Feature.Friends.Action.Unblock,Blockierung aufheben
Verification.Identity.Label.VoiceChatUpsell,"Diese Experience unterstützt räumlichen Sprachchat. Um diese Funktion benutzen zu können, musst du verifizieren, dass du mindestens 13 Jahre alt bist."
Verification.Identity.Action.SkipVoiceChat,Ohne Sprachchat beitreten
Verification.Identity.Label.DontShowAgain,Nicht erneut zeigen
Verification.Identity.Label.EnableVoiceChat,Sprachchat aktivieren
Verification.Identity.Label.UsesVoiceChat,Diese Experience benutzt Sprachchat. Durch die Aktivierung des Sprachchats wird deine Mikrofoneingabe in Experiences mit Sprachchats benutzt.
Verification.Identity.Label.ToggleInstruction,"Du kannst diese Funktion auch ein- oder ausschalten, indem du auf deine Einstellungen zugreifst."
Verification.Identity.Label.JoinWithout,Ohne Sprachchat beitreten
InGame.CommonUI.BetaBadge.BadgeText,Beta
InGame.CommonUI.Badge.Popup.DisclaimerText,"Bitte melde Verstöße, wenn jemand unsere Community-Regeln verletzt. Wenn du dich für den Sprachchat entschieden hast, nimmt Roblox zu Moderations- und Sicherheitszwecken überall auf der Plattform Sprach-Audio auf. Indem du weiterhin die Sprachchat-Funktion nutzt, stimmst du Roblox' Sammlung, Nutzung und Speicherung deiner Sprachaufzeichnung zu Moderations- und Sicherheitszwecken zu. Du kannst dich jederzeit vom räumlichen Sprachchat abmelden."
InGame.CommonUI.Badge.Popup.HeaderList,Du hast dich für eine oder mehrere unserer Beta-Funktionen entschieden:
InGame.CommonUI.Badge.Popup.VoiceChatBullet,Sprachchat
InGame.CommonUI.Badge.BadgeText,BETA
InGame.CommonUI.Badge.Popup.LearnMoreLink,Mehr erfahren
InGame.CommonUI.Badge.Popup.LearnMoreText,Bitte lies den Artikel „FAQ zu Sprachaufnahmen“ für weitere Informationen. 
InGame.CommonUI.Badge.Popup.TextFilterOnlyInfo,Du kannst jetzt freier mit reduzierten Filtern chatten! Dies ist nur für berechtigte Nutzer über 13 Jahre verfügbar.
InGame.CommonUI.Badge.Popup.VoiceInfo,"Du hast dich für die Beta-Funktion Chat mit Voice entschieden. Roblox nimmt zu Moderations- und Sicherheitszwecken überall auf der Plattform Sprach-Audio auf. Indem du weiterhin die Chat-mit-Voice-Funktion nutzt, stimmst du Roblox' Sammlung, Nutzung und Speicherung deiner Sprachaufzeichnung zu Moderations- und Sicherheitszwecken zu. Du kannst dich jederzeit vom Chat per Voice abmelden."
InGame.CommonUI.Badge.Popup.CommunityStandards,"Bitte melde Verstöße, wenn du Menschen begegnest, die gegen die Community-Regeln verstoßen."
Feature.NativeAds.Label.Sponsored,Gesponsert
Feature.NativeAds.Label.Ad,Anzeige
InGame.ConnectionError.DisconnectOutOfMemory,"Dein Gerät verfügt nicht über genügend Speicher, um diese Experience auszuführen. Gehe züruck zur App."
InGame.ConnectionError.DisconnectOutOfMemoryExitContinue,Aufgrund der Kapazität dieses Geräts ist diese Experience instabil geworden und könnte abstürzen.
InGame.ConnectionError.Title.ExperienceUnstable,Experience ist instabil
Feature.SettingsHub.Label.MethodOfAbuse,Art des Verstoßes?
Feature.SettingsHub.MethodOfAbuse.VoiceChat.Title,Sprachchat
Feature.SettingsHub.MethodOfAbuse.VoiceChat.Subtitle,Diese Person hat ganz laut geschrien
Feature.SettingsHub.MethodOfAbuse.Text.Subtitle,Diese Person hat gemeine Wörter im Textchat geschrieben
Feature.SettingsHub.MethodOfAbuse.Text.Title,Textchat
Feature.SettingsHub.MethodOfAbuse.Other.Title,Andere
Feature.SettingsHub.MethodOfAbuse.Other.Subtitle,"Diese Person folgt mir überall hin, trägt ein schlimmes Shirt usw."
Feature.SettingsHub.ReportSubmitted.MutePlayer,{Player} stummschalten
Feature.SettingsHub.ReportSubmitted.BlockPlayer,{Player} blockieren
Feature.SettingsHub.ReportSubmitted.ThankYou,Wir haben deine Meldung erhalten und werden gegebenenfalls so bald wie möglich weitere Maßnahmen vornehmen. Dein Feedback hilft uns beim Schutz unserer Community.
Feature.SettingsHub.ReportSubmitted.MutedSubtitleText,Du wirst {Player} nicht hören können
Feature.SettingsHub.ReportSubmitted.BlockedSubtitleText,Du und {Player} werden nicht mehr miteinander kommunizieren können.
Feature.SettingsHub.Label.ReportComment,"Beschreibe in deinen eigenen Worten, was passiert ist."
Feature.SocialShare.Action.Share,Teilen
Feature.SocialShare.Label.ShareServerLink,Einladungslink teilen
Feature.SocialShare.Label.Copied,Kopiert
Feature.AccountSettings.Label.FreeCommConsentOnly,"Ich bin damit einverstanden, dass Roblox die Aufzeichnung meiner Stimme ausschließlich zu Moderations- und Sicherheitszwecken sammelt, nutzt und speichert."
InGame.CommonUI.Button.KeepPlaying,Weiter spielen
InGame.ConnectionError.Title.OutOfMemory,Kein Speicher mehr
InGame.ConnectionError.DisconnectOutOfMemoryKeepPlayingExit,Diese Experience verbraucht zu viel Speicher und könnte abstürzen.
Feature.SettingsHub.Label.DefaultInviteMessage,"Möchtest du {DisplayName} dazu einladen, der Experience beizutreten?"
Feature.SettingsHub.Heading.InviteUser,{DisplayName} einladen?
Feature.SettingsHub.Action.MuteAll,Alle stumm
Feature.SettingsHub.Action.UnmuteAll,Stumm aus für alle
CoreScripts.TextChat.Whisper.Error.CannotWhisperSelf,Du kannst dir nicht selbst etwas zuflüstern.
Feature.AccountSettings.Description.Dialog.VerifiedUsernameChangeWarning,"Warnung: Wenn du deinen Benutzernamen änderst, wird dein Verifizierungsabzeichen-Status entfernt. Möchtest du dies wirklich tun?"
Feature.SettingsHub.GameSettings.GuiVisibilityPlayerNameplates.Title,Namensschild-Sichtbarkeit
Feature.SettingsHub.GameSettings.GuiVisibilityPlayerNameplates.All,Sichtbar
Feature.SettingsHub.GameSettings.GuiVisibilityPlayerNameplates.Hide,Verborgen
Feature.SettingsHub.LanguageSelection.SourceLanguage,{LanguageName} (Original)
Feature.SettingsHub.LanguageSelection.Unavailable,Nicht verfügbar
Feature.SettingsHub.LanguageSelection.SettingLabel,Experience-Sprache
Verification.Identity.Label.LearnMoreAboutVoiceRecording,Mehr über Sprachaufnahmen erfahren
Feature.SettingsHub.ReportSubmitted.Label.MuteAndBlockPlayer,{DisplayName} stummschalten & blockieren?
Feature.SettingsHub.ReportSubmitted.Label.MuteAndBlockWarning,Du und {Player} werden nicht mehr miteinander kommunizieren können.
Feature.SettingsHub.ReportSubmitted.MutePlayerDisplayName,{DisplayName}(@{Username}) stummschalten?
Feature.SettingsHub.ReportSubmitted.BlockPlayerDisplayName,{DisplayName}(@{Username}) blockieren?
Feature.SettingsHub.ReportSubmitted.MuteAndBlockWarning,Du und {DisplayName}(@{Username}) werdet nicht mehr miteinander kommunizieren können.
Feature.SettingsHub.ReportSubmitted.MutedAndBlocked,Du hast {Displayname}(@{Username}) blockiert und stummgeschaltet
Feature.SettingsHub.ReportSubmitted.Muted,Du hast {Displayname}(@{Username}) stummgeschaltet
Feature.SettingsHub.ReportSubmitted.Blocked,Du hast {Displayname}(@{Username}) blockiert
Feature.SettingsHub.ReportSubmitted.MuteAndBlockPlayer,{DisplayName}(@{Username}) stummschalten & blockieren?
Feature.SettingsHub.Prompt.TeleportBlock.Title,Teleportieren angehalten
Feature.SettingsHub.Prompt.TeleportBlock.Subtitle,"Teleportieren wird fortgesetzt, wenn das Menü geschlossen wird."
Feature.NativeAds.Action.EnterExperience,Experience betreten
Feature.NativeAds.Action.ReturnToExperience,Zur Experience zurück
InGame.ConnectionError.PlacelaunchUserPrivacyUnauthorized,"Deine Datenschutzeinstellungen verhindern, dass du diesem Server beitreten kannst."
CoreScripts.TopBar.RobloxMenu,Roblox-Menü
InGame.CommonUI.Label.MicOff,Mikrofon aus
InGame.CommonUI.Label.MicOnRecording,Mikrofon ein (Audioaufnahme)
InGame.InspectMenu.Label.VerifiedAvatar,{PLAYER_NAME}s{VERIFIED_BADGE} Avatar
IAPExperience.InsufficientRobux.Text.DontHaveEnough,"Du hast nicht genug Robux, um diesen Artikel zu kaufen."
IAPExperience.InsufficientRobux.Text.CurrentBalance,Aktueller Kontostand
IAPExperience.InsufficientRobux.Action.Cancel,Abbrechen
IAPExperience.InsufficientRobux.Action.BuyRobux,Robux kaufen
Feature.NativeAds.Description.InvalidAdGuiAdorneeShape,AdGuis Adornee ist nicht in Blockform
Feature.NativeAds.Description.InvalidAdGuiAdorneeRotation,AdGuis Adornee-Drehung ist ungültig
Feature.NativeAds.Description.InvalidAdPortalParentType,Übergeordneter Typ ist ungültig
Feature.NativeAds.Description.AdPortalParentMissing,Übergeordnetes Teil existiert nicht
Feature.NativeAds.Description.InvalidAdGuiAdorneeSize,AdGuis Adornee-Größe ist ungültig
Feature.NativeAds.Description.InvalidAdGuiAdorneePosition,AdGuis Adornee-Position ist ungültig
Feature.NativeAds.Description.InvalidAdPortalHierarchy,AdPortal hat keine korrekte Hierarchie
Feature.NativeAds.Description.InvalidAdGuiValidation,AdGui Validierung fehlgeschlagen
Feature.NativeAds.Description.InvalidAdPortalProperties,AdPortal hat nicht korrekt festgelegte Eigenschaften
Feature.NativeAds.Description.InvalidAdPortalParentProperties,AdPortal übergeordnetes Teil hat nicht korrekt festgelegte Eigenschaften
Feature.NativeAds.Description.InvalidAdGuiAdornee,AdGuis Adornee ist kein Teil
Feature.NativeAds.Description.AdPortalMissing,AdPortal existiert nicht
IAPExperience.InsufficientRobux.Text.YouNeed,Du benötigst zusätzlich {robux}. Bitte kaufe mehr Robux-Pakete und komm dann zur Experience zurück.
IAPExperience.InsufficientRobux.Action.RobuxStore,Zum Robux Store gehen
CoreScripts.TextChat.Emote.Error.NotOwned,Du besitzt nicht das Emote '{RBX_EMOTE}'.
InGame.HelpMenu.Label.PlaySessionId,PlaySessionId: {RBX_STR}
Feature.SettingsHub.Prompt.Subtitle.TemporarySuspension2,Aufgrund des Verstoßes gegen die Community-Regeln haben wir dir vorübergehend Zugriff auf den Chat per Voice entzogen bis
Feature.SettingsHub.Prompt.MicUseSuspended,Mikrofonnutzung gesperrt
InGame.ConnectionError.Title.LowMemoryWarning,Warnung: nicht genügend Speicher
InGame.ConnectionError.Queue,Deine Position in der Warteschlange: {POSITION}
CoreScripts.PublishAssetPrompt.TitleTextClothing,Kleidung einreichen
CoreScripts.PublishAssetPrompt.TitleTextEmote,Emote einreichen
CoreScripts.PublishAssetPrompt.TitleTextPackage,Paket einreichen
CoreScripts.PublishAssetPrompt.Name,Name
CoreScripts.PublishAssetPrompt.Description,Beschreibung
CoreScripts.PublishAssetPrompt.InvalidName,Ungültiger Name
CoreScripts.PublishAssetPrompt.InvalidDescription,Ungültige Beschreibung
CoreScripts.PublishAssetPrompt.DisclaimerAvatar,"Ich bin damit einverstanden, dass die Experience meiner Avatarartikel zur Moderation einreicht und zu meinen Kreationen hochlädt."
CoreScripts.PublishAssetPrompt.DisclaimerEmote,"Ich bin damit einverstanden, dass die Experience mein Emote zur Moderation einreicht und zu meinen Kreationen hochlädt."
CoreScripts.PublishAssetPrompt.Cancel,Abbrechen
CoreScripts.PublishAssetPrompt.Submit,Abschicken
CoreScripts.PublishAssetPrompt.AssetDescriptionPlaceholder,Beschreibung
CoreScripts.PublishAssetPrompt.AssetNamePlaceholder,Name
CoreScripts.TextChat.Emote.Error.NotOwnedGeneric,Du besitzt dieses Emote nicht.
Client.App.Message.Win32DeprecationNotifyPhase,
Client.App.Message.Win32DeprecationDeadlinePhase,
Client.App.Message.Win32DeprecationDeprecatedPhase,
Feature.GameDetails.Label.Camera,Kamera
InGame.CommonUI.Label.Return,Zurück zu
InGame.CommonUI.Label.ReturnFallback,Zurück zur vorherigen Experience
InGame.CommonUI.Label.ReturnTo,"Zurück zu ""{placeName}"""
Feature.FaceChat.Heading.FacialAnimation,Gesichtsanimation
Feature.FaceChat.Subtitle.FeatureDisabled,Gesichtsanimation ist verübergehend nich verfügbar. Bitte versuche es später erneut.
Feature.FaceChat.Subtitle.ServerDisabled,Gesichtsanimation ist verübergehend nich verfügbar. Bitte versuche es später erneut.
Feature.FaceChat.Subtitle.VideoPerformancePromptDisable,Das Ausschalten deiner Kamera kann die Leistung der Experience verbessern.
Feature.FaceChat.Heading.VideoNoPermission,Kamera nicht verfügbar
Feature.FaceChat.Subtitle.VideoNoPermission,"Gehe zu deinen Einstellungen, um Roblox zu erlauben, die Kamera zu benutzen."
Feature.FaceChat.Heading.VideoPerformancePromptDisable,Geringe Geräteleistung
Feature.FaceChat.Heading.PromptNoDynamicHeadEquipped,Gesichtsanimation nicht verfügbar
Feature.FaceChat.Heading.VideoUnsupported,Gerätekamera nicht unterstützt
Feature.FaceChat.Subtitle.VideoUnsupported,Roblox kann deine Kamera nicht für die Animation deines Avatars verwenden.
Feature.SettingsHub.Prompt.Connecting,Sprachverbindung wird immer noch hergestellt
Feature.SettingsHub.Prompt.Subtitle.Connecting,Sprachverbindung noch im Gange. Dies kann einen Moment dauern.
CoreScripts.ContactList.Label.Outgoing,Ausgehend
CoreScripts.ContactList.Label.Incoming,Eingehend
CoreScripts.ContactList.Label.Missed,Verpasst
Feature.FaceChat.Heading.LODCameraForceDisable,Kamera wurde ausgeschaltet
Feature.FaceChat.Subtitle.LODCameraForceDisable,Roblox hat deine Gerätekamera aufgrund von Leistungsproblemen ausgeschaltet.
Feature.ForceTwoStepVerification.ForceTwoStepVerification.Action,Einrichten
