Key,Value
Feature.SettingsHub.Label.WhichPlayer,Quale persona?
InGame.ConnectionError.DisconnectDuplicatePlayer,Lo stesso account ha lanciato l'esperienza da un dispositivo diverso. Lascia l'esperienza sull'altro dispositivo e riprova.
InGame.ConnectionError.PlacelaunchUserLeft,L'utente a cui hai tentato di partecipare ha abbandonato l'esperienza.
InGame.ConnectionError.PlacelaunchHashExpired,Questa esperienza non è attualmente disponibile. Per favore riprova più tardi.
InGame.ConnectionError.PlacelaunchUnauthorized,Non hai i permessi necessari per partecipare a questa esperienza.
InGame.ConnectionError.PlacelaunchDisabled,Il luogo di destinazione è limitato. Per favore prova un posto diverso o riprova più tardi.
InGame.ConnectionError.DisconnectRejoin,Lo stesso account ha avviato l'esperienza da un dispositivo diverso. Riconnettiti se preferisci utilizzare questo dispositivo.
InGame.ConnectionError.DisconnectDevMaintenance,Lo sviluppatore dell 'esperienza ha temporaneamente chiuso il server di gioco. Riprova più tardi.
InGame.ConnectionError.DisconnectEvicted,Lo stesso account ha lanciato esperienza da diversi dispositivi. Riconnetti se preferisci usare questo dispositivo.
InGame.ConnectionError.PlacelaunchPartyCannotFit,Il tuo gruppo è troppo grande per partecipare a questa esperienza. Prova con un'altra esperienza.
InGame.ConnectionError.PlacelaunchRestricted,Lo stato dell'esperienza è cambiato e non hai più l'accesso. Riprova più tardi.
InGame.ConnectionError.PlacelaunchErrors,Si è verificato un errore mentre cercavi di unirti all'esperienza. Riprova più tardi.
InGame.ConnectionError.DisconnectLuaKick,L'algoritmo dell'esperienza o i suoi moderatori ti hanno espulso.
InGame.ConnectionError.PlacelaunchHashException,Questa esperienza non è attualmente disponibile. Per favore riprova più tardi.
InGame.ConnectionError.DisconnectLuaKickWithMessage,L'algoritmo dell'esperienza o i suoi moderatori ti hanno espulso. Messaggio della moderazione:  {RBX_STR}
InGame.EmotesMenu.EmotesDisabled,Le emote sono disabilitate in questa esperienza.
FriendPlayerPrompt.Title.UnfriendPlayer,Vuoi rimuovere il collegamento?
InGame.PlayerList.Players,Persone
InGame.Presence.Label.InGame,Nell'esperienza
PurchasePromptScript.ERROR_MSG.PURCHASE_DISABLED,Gli acquisti in-experience sono temporaneamente disabilitati
GameChat_ChatCommandsTeller_TeamCommand,/team <message> or /t <message> : invia un messaggio chat a tutti i giocatori della tua squadra.
GameChat_ChatServiceRunner_SystemChannelWelcomeMessage,Questo canale è per le notifiche dell'esperienza e del sistema.
GameChat_GetVersion_Message,Questa esperienza usa la versione [{RBX_NUMBER}.{RBX_NUMBER}] della chat.
GameChat_PrivateMessaging_CannotChat,Non puoi chattare con questo giocatore.
GameChat_FriendChatNotifier_JoinMessage,Il tuo contatto {RBX_NAME} si è unito all'esperienza.
Authentication.Login.WeChat.AntiAddictionText,"Boicotta le brutte esperienze, rifiuta le esperienze piratate. Sii consapevole dell'autodifesa e dell'essere ingannati. Le esperienze di visita fanno bene al cervello, ma troppe visite di esperienza possono danneggiare la tua salute. Gestisci bene il tuo tempo e goditi uno stile di vita sano."
Authentication.Login.Label.WeChatAntiAddictionText,"Boicotta le brutte esperienze, rifiuta le esperienze piratate. Sii consapevole dell'autodifesa e dell'essere ingannati. Le esperienze di visita fanno bene al cervello, ma troppe visite di esperienza possono danneggiare la tua salute. Gestisci bene il tuo tempo e goditi uno stile di vita sano."
Feature.SettingsHub.Label.NoFriendsScreen,Fai amicizia in modo da poterli invitare a unirsi a te!
Feature.SettingsHub.Label.RecentPlayed,Visitato di recente
InGame.HelpMenu.ConfirmLeaveGame,Sei sicuro di voler lasciare l'esperienza?
PlayerDropDown.UnBlock,Sblocca
PlayerDropDown.Block,Blocca
Feature.Screentime.Description.HeartbeatConsecutiveFailure,Errore interno. Si prega di riprovare a fare il login.
Feature.SettingsHub.TouchMovementMode.ClassicThumbstick,Thumbstick classico
Feature.SettingsHub.Action.Unblock,Sblocca
Feature.SettingsHub.Action.Block,Blocca
Feature.SettingsHub.Heading.BlockUser,Bloccare {DisplayName}
Feature.SettingsHub.Action.Cancel,Annulla
Feature.SettingsHub.Message.BlockConfirmation,Tu e {DISPLAY_NAME} (@{RBX_NAME}) non potrete più comunicare tra di voi.
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptTitle,Elimina personaggio avatar
Feature.SettingsHub.Heading.Report.ThanksForReport,Grazie della segnalazione!
Feature.SettingsHub.Label.Report.ReceivedReportBody,"Abbiamo ricevuto la tua segnalazione e, se necessario, agiremo presto. Il tuo feedback aiuta a mantenere la nostra comunità al sicuro."
Feature.SettingsHub.Label.Report.OtherActionsHeader,Altri passaggi che puoi fare
Feature.SettingsHub.Action.Report.Done,Fatto
Feature.SettingsHub.Label.Report.BlockDisplayName,Blocca {DISPLAY_NAME} (@{RBX_NAME})
Feature.SettingsHub.Label.Report.UnblockDisplayName,Sblocca {DISPLAY_NAME} (@{RBX_NAME})
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptText,Vuoi eliminare il carattere {RBX_NAME} da Roblox?
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptTextNoName,Vuoi eliminare questo personaggio da Roblox?
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptYes,Elimina
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptNo,Annulla
InGame.InspectMenu.Description.LayeredClothingR6,Il tipo di corpo R6 non supporta questo articolo.
CoreScripts.AvatarEditorPrompts.RenameOutfitNamePromptTitle,Rinomina personaggio
CoreScripts.AvatarEditorPrompts.RenameOutfitPromptText,Inserisci un nuovo nome per il personaggio {RBX_NAME}:
CoreScripts.AvatarEditorPrompts.RenameOutfitNameTitle,Rinominare il personaggio?
CoreScripts.AvatarEditorPrompts.DisabledRenameOutfitPromptTitle,Rinomina personaggio disabilitato
CoreScripts.AvatarEditorPrompts.DisabledRenameOutfitPromptText,La ridenominazione dei caratteri è disabilitata
CoreScripts.AvatarEditorPrompts.DisabledRenameOutfitPromptOkay,Ok
Feature.Friends.Action.IgnoreAllFriendRequestsPrompt,Sei sicuro di voler ignorare tutte le richieste di amicizia?
Feature.Friends.Label.Cancel,Annulla
Feature.SettingsHub.GameSettings.Input,Entrata
Feature.SettingsHub.GameSettings.Output,Uscita
Feature.SettingsHub.GameSettings.Device,Dispositivo
Feature.SettingsHub.GameSettings.MicroProfiler,MicroProfiler
Feature.SettingsHub.Prompt.NotAudible,Chat vocale non udibile
Feature.SettingsHub.Prompt.Permission,Chat vocale non disponibile
Feature.SettingsHub.Prompt.Subtitle.NotAudible,"Il volume del gioco è impostato su ""0"" nelle impostazioni. Si prega di aumentare il volume per ascoltare la voce."
Feature.SettingsHub.Prompt.Subtitle.Permission,Vai alle tue impostazioni per consentire a Roblox di utilizzare il microfono.
Feature.SettingsHub.Prompt.Subtitle.Retry,Prova a uscire e rientrare.
Feature.FaceChat.Message.PlaceUnavailable,Questo posto è temporaneamente non disponibile. Riprova più tardi.
Feature.FaceChat.Subtitle.NotAvailable,Prova a uscire e rientrare.
Feature.SettingsHub.GameSettings.InputDevice,Dispositivo di entrata
Feature.SettingsHub.GameSettings.OutputDevice,Dispositivo di uscita
Feature.Friends.Label.IgnoreAllDoesntIgnoreAll300,"Nota: questo rimuoverà al massimo le 300 richieste di amicizia più recenti ogni volta che fai clic sul pulsante ""Ignora tutto""."
Feature.SettingsHub.Prompt.VoiceChatSuspended,Chat vocale sospesa
Feature.SettingsHub.Prompt.Subtitle.Respect,Aiutaci a mantenere Roblox divertente essendo rispettoso verso gli altri.
Feature.SettingsHub.Prompt.Understand,Capisco
Feature.SettingsHub.Feature.SettingsHub.Prompt.Subtitle.Place,La voce spaziale è disponibile solo per i luoghi con un massimo di 30 giocatori.
Feature.SettingsHub.Feature.SettingsHub.Prompt.Subtitle.User,Questo account non è idoneo all'utilizzo di Spatial Voice.
Feature.SettingsHub.Feature.SettingsHub.Prompt.Place,Supera il numero massimo di giocatori
Feature.SettingsHub.Feature.SettingsHub.Prompt.User,Non idoneo per Voice
InGame.ConnectionError.Action.Restart,Ripartire
InGame.ConnectionError.Heading.VRDisconnected,Auricolare scollegato
InGame.ConnectionError.Message.RestartApp,"Per continuare a giocare, riavvia l'app."
CoreScripts.AvatarEditorPrompts.UpdateOutfitPromptYes,Ok
CoreScripts.AvatarEditorPrompts.UpdateOutfitPromptNo,Annulla
CoreScripts.AvatarEditorPrompts.UpdateOutfitPromptTitle,Aggiorna personaggio?
CoreScripts.AvatarEditorPrompts.UppdateOutfitPromptTextNoOutfitName,Vuoi aggiornare il personaggio salvato?
CoreScripts.AvatarEditorPrompts.UppdateOutfitPromptText,Vuoi aggiornare il personaggio {RBX_NAME}?
Feature.SettingsHub.Prompt.Subtitle.Place,La voce spaziale è disponibile solo per i luoghi con un massimo di 30 giocatori o meno.
Feature.SettingsHub.Prompt.Subtitle.User,Questo account non è idoneo all'utilizzo di Spatial Voice.
Feature.SettingsHub.Prompt.Place,Supera il numero massimo di giocatori
Feature.SettingsHub.Prompt.User,Non idoneo per Voice
CoreScripts.AvatarEditorPrompts.UpdateOutfitPromptText,Vuoi aggiornare il personaggio {RBX_NAME}?
CoreScripts.AvatarEditorPrompts.UpdateOutfitPromptTextNoOutfitName,Vuoi aggiornare il personaggio salvato?
InGame.InspectMenu.Action.Cancel,Annulla
InGame.InspectMenu.Action.Confirm,Conferma
InGame.InspectMenu.Action.Favorite,Preferito
InGame.CommonUI.Message.LuobuGameJoinWarning,"Si prega di non imitare comportamenti pericolosi in gioco, si prega di segnalare attivamente l'abuso se si riscontra un comportamento negativo."
Feature.DevModule.ProfileCard.StatusPlaceholder,Cos'hai in mente?
Feature.DevModule.ProfileCard.StatusErrorMessage,Lo stato contiene parole inappropriate.
Feature.PremiumUpsell.Label.PremiumBenefitListDesc,Con Roblox Premium otterrai:
Feature.PremiumUpsell.Label.RobuxPerMonth,{robux} Robux al mese
Feature.PremiumUpsell.Label.PremiumOnlyBenefits,Accesso ai vantaggi Premium
Feature.PremiumUpsell.Label.AvatarShopBenefits,Accesso a oggetti esclusivi e scontati nel negozio degli avatar
Feature.PremiumUpsell.Title.GetPremium,Ottieni Premium
Feature.PremiumUpsell.Action.RobuxPerMonth,{currencySymbol}{robux}/mese
Feature.PremiumUpsell.Label.Disclosure,Abbonati a <b> {currencySymbol} {price} / mese. Annulla in qualsiasi momento. </b> Si applicano i Termini d'uso e l'Informativa sulla privacy di Roblox.
Feature.PremiumUpsell.Action.Subscribe,Abbonati
Feature.SettingsHub.Prompt.Subtitle.TemporarySuspension,"Sulla base delle segnalazioni degli utenti, abbiamo stabilito che il tuo comportamento durante l'utilizzo della chat vocale violava le regole della nostra community. Il tuo accesso alla chat vocale è stato sospeso fino al"
Feature.SettingsHub.Prompt.Subtitle.Revoked,"A causa di molteplici violazioni delle nostre regole della community, abbiamo temporaneamente revocato il tuo accesso alla chat vocale fino al termine della fase Beta."
InGame.InspectMenu.Action.Unfavorite,Elimina dai preferiti
Feature.AddFriends.Action.FriendAdded,Amico Aggiunto
Feature.AddFriends.Action.RequestIgnored,Richiesta Ignorata
Feature.Avatar.Label.LeftInitial,L
Feature.Avatar.Label.Right,R
Feature.Avatar.Label.RightInitial,R
Feature.Friends.Label.Following,Profili seguiti
Feature.Friends.Label.Followers,Followers
Feature.Friends.Label.MutualFriends,Amici comuni
Feature.Friends.Label.FollowsYou,Ti segue
Feature.Friends.Label.YouAreFollowing,Stai seguendo
Feature.Friends.Action.Block,Blocca
Feature.Friends.Label.Friend,Amico/a
Feature.Friends.Action.Unblock,Sblocca
Verification.Identity.Label.VoiceChatUpsell,"Questa esperienza supporta la chat vocale spaziale. Per utilizzare questa funzione, devi verificare di avere almeno 13 anni."
Verification.Identity.Action.SkipVoiceChat,Partecipa senza chat vocale
Verification.Identity.Label.DontShowAgain,Non mostrarlo più
Verification.Identity.Label.EnableVoiceChat,Abilita Chat Vocale
Verification.Identity.Label.UsesVoiceChat,Questa esperienza utilizza la chat vocale. Abilitando la chat vocale utilizzerai il tuo input microfono nelle esperienze con la voce.
Verification.Identity.Label.ToggleInstruction,Puoi anche attivare o disattivare questa funzione accedendo alle impostazioni.
Verification.Identity.Label.JoinWithout,Partecipa Senza Chat Vocale
InGame.CommonUI.BetaBadge.BadgeText,Beta
InGame.CommonUI.Badge.Popup.DisclaimerText,"Si prega di segnalare abusi se si incontrano persone che infrangono le nostre linee guida comunitarie. Se hai optato per la chat vocale, Roblox può registrare l'audio vocale ovunque sulla piattaforma per motivi di moderazione e sicurezza. Continuando a utilizzare la funzione di chat vocale, acconsenti alla raccolta, all'uso e all'archiviazione della registrazione vocale per motivi di moderazione e sicurezza. Puoi rinunciare alla voce spaziale in qualsiasi momento."
InGame.CommonUI.Badge.Popup.HeaderList,Hai optato per una o più delle nostre funzionalità beta:
InGame.CommonUI.Badge.Popup.VoiceChatBullet,Chat vocale
InGame.CommonUI.Badge.BadgeText,BETA
InGame.CommonUI.Badge.Popup.LearnMoreLink,Scopri di più
InGame.CommonUI.Badge.Popup.LearnMoreText,Si prega di controllare l'articolo “Voice Recording FAQ” di aiuto per ulteriori informazioni.
InGame.CommonUI.Badge.Popup.TextFilterOnlyInfo,Ora puoi chattare più liberamente con filtri ridotti! Questo è disponibile solo per gli utenti idonei che sono 13+.
InGame.CommonUI.Badge.Popup.VoiceInfo,"Hai optato per la nostra funzione beta, chatta con la voce. Roblox registra l'audio vocale ovunque sulla piattaforma per motivi di moderazione e sicurezza. Continuando a utilizzare la chat con funzione vocale, acconsenti alla raccolta di Roblox, utilizzo e archiviazione della registrazione vocale per motivi di moderazione e sicurezza. Puoi rinunciare alla chat con la voce in qualsiasi momento."
InGame.CommonUI.Badge.Popup.CommunityStandards,Si prega di segnalare abusi se si incontrano persone che infrangono i nostri standard comunitari.
Feature.NativeAds.Label.Sponsored,Sponsorizzato
Feature.NativeAds.Label.Ad,Ad
InGame.ConnectionError.DisconnectOutOfMemory,Il tuo dispositivo non ha memoria sufficiente per eseguire questa esperienza. Esci e rientra all'app.
InGame.ConnectionError.DisconnectOutOfMemoryExitContinue,"A causa delle capacità di questo dispositivo, questa esperienza è diventata instabile e potrebbe avere dei crash."
InGame.ConnectionError.Title.ExperienceUnstable,Esperienza Non Stabile
Feature.SettingsHub.Label.MethodOfAbuse,Tipo di abuso?
Feature.SettingsHub.MethodOfAbuse.VoiceChat.Title,Chat vocale
Feature.SettingsHub.MethodOfAbuse.VoiceChat.Subtitle,Questa persona stava urlando a squarciagola
Feature.SettingsHub.MethodOfAbuse.Text.Subtitle,Questa persona ha scritto una parola pesante nella chat di testo
Feature.SettingsHub.MethodOfAbuse.Text.Title,Chat di Testo
Feature.SettingsHub.MethodOfAbuse.Other.Title,Altro
Feature.SettingsHub.MethodOfAbuse.Other.Subtitle,"Questa persona mi sta seguendo, indossa una maglietta offensiva, ecc."
Feature.SettingsHub.ReportSubmitted.MutePlayer,Silenzia {Player}
Feature.SettingsHub.ReportSubmitted.BlockPlayer,Blocca {Player}
Feature.SettingsHub.ReportSubmitted.ThankYou,"Abbiamo ricevuto la tua segnalazione e, se necessario, agiremo presto. Il tuo feedback aiuta a mantenere la nostra comunità al sicuro."
Feature.SettingsHub.ReportSubmitted.MutedSubtitleText,Non sarai in grado di sentire {Player}
Feature.SettingsHub.ReportSubmitted.BlockedSubtitleText,Tu e {Player} non potrete più comunicare tra di voi.
Feature.SettingsHub.Label.ReportComment,"Con parole tue, aiutaci a capire cosa è andato storto."
Feature.SocialShare.Action.Share,Condividi
Feature.SocialShare.Label.ShareServerLink,Condividi Link D'Invito
Feature.SocialShare.Label.Copied,Copiato
Feature.AccountSettings.Label.FreeCommConsentOnly,"Acconsento alla raccolta, all'utilizzo e alla conservazione della mia registrazione vocale solo per motivi di moderazione e sicurezza."
InGame.CommonUI.Button.KeepPlaying,Continua a riprodurre
InGame.ConnectionError.Title.OutOfMemory,Memoria esaurita
InGame.ConnectionError.DisconnectOutOfMemoryKeepPlayingExit,Questa esperienza sta usando troppa memoria e potrebbe fare crash.
Feature.SettingsHub.Label.DefaultInviteMessage,Vorresti invitare {DisplayName} per unirti a te?
Feature.SettingsHub.Heading.InviteUser,Invita {DisplayName}?
Feature.SettingsHub.Action.MuteAll,Muta tutti
Feature.SettingsHub.Action.UnmuteAll,Riattiva tutti
CoreScripts.TextChat.Whisper.Error.CannotWhisperSelf,Non puoi sussurrare a se stessi.
Feature.AccountSettings.Description.Dialog.VerifiedUsernameChangeWarning,Attenzione: La modifica del nome del display rimuoverà lo stato del badge verificato. Sei sicuro di volerlo fare?
Feature.SettingsHub.GameSettings.GuiVisibilityPlayerNameplates.Title,Visibilità Targhetta
Feature.SettingsHub.GameSettings.GuiVisibilityPlayerNameplates.All,Visibile
Feature.SettingsHub.GameSettings.GuiVisibilityPlayerNameplates.Hide,Nascosta
Feature.SettingsHub.LanguageSelection.SourceLanguage,{LanguageName} (Originale)
Feature.SettingsHub.LanguageSelection.Unavailable,Non disponibile
Feature.SettingsHub.LanguageSelection.SettingLabel,Lingua Dell'Esperienza
Verification.Identity.Label.LearnMoreAboutVoiceRecording,Scopri di più sulla registrazione vocale
Feature.SettingsHub.ReportSubmitted.Label.MuteAndBlockPlayer,Silenzia & Blocca {DisplayName}?
Feature.SettingsHub.ReportSubmitted.Label.MuteAndBlockWarning,Tu e {Player} non potrete più comunicare tra di voi.
Feature.SettingsHub.ReportSubmitted.MutePlayerDisplayName,Silenzia {DisplayName}(@{Username})?
Feature.SettingsHub.ReportSubmitted.BlockPlayerDisplayName,Blocca {DisplayName} (@{Username})?
Feature.SettingsHub.ReportSubmitted.MuteAndBlockWarning,Tu e {DisplayName} (@{Username}) non potrete più comunicare tra di voi.
Feature.SettingsHub.ReportSubmitted.MutedAndBlocked,Hai bloccato e silenziato {Displayname}(@{Username})
Feature.SettingsHub.ReportSubmitted.Muted,Hai silenziato {Displayname}(@{Username})
Feature.SettingsHub.ReportSubmitted.Blocked,Hai bloccato {Displayname} (@{Username})
Feature.SettingsHub.ReportSubmitted.MuteAndBlockPlayer,Silenzia & Blocca {DisplayName}(@{Username})?
Feature.SettingsHub.Prompt.TeleportBlock.Title,Teletrasporto in pausa
Feature.SettingsHub.Prompt.TeleportBlock.Subtitle,Il teletrasporto riprenderà alla chiusura del menu.
Feature.NativeAds.Action.EnterExperience,Entra nell'esperienza
Feature.NativeAds.Action.ReturnToExperience,Ritorna all'esperienza
InGame.ConnectionError.PlacelaunchUserPrivacyUnauthorized,Le tue impostazioni sulla privacy ti impediscono di unirti a questo server.
CoreScripts.TopBar.RobloxMenu,Menu Roblox
InGame.CommonUI.Label.MicOff,Mic Spento
InGame.CommonUI.Label.MicOnRecording,Mic On (rec audio)
InGame.InspectMenu.Label.VerifiedAvatar,Avatar di {PLAYER_NAME}{VERIFIED_BADGE}
IAPExperience.InsufficientRobux.Text.DontHaveEnough,Non hai abbastanza Robux per acquistare questo oggetto.
IAPExperience.InsufficientRobux.Text.CurrentBalance,Bilancio attuale
IAPExperience.InsufficientRobux.Action.Cancel,Annulla
IAPExperience.InsufficientRobux.Action.BuyRobux,Acquista Robux
Feature.NativeAds.Description.InvalidAdGuiAdorneeShape,Adornee di AdGui non ha la forma di un blocco
Feature.NativeAds.Description.InvalidAdGuiAdorneeRotation,La rotazione Adornee di AdGui non è valida
Feature.NativeAds.Description.InvalidAdPortalParentType,Il tipo parent non è valido
Feature.NativeAds.Description.AdPortalParentMissing,Parent non esistente
Feature.NativeAds.Description.InvalidAdGuiAdorneeSize,La dimensione Adornee di AdGui è non valida
Feature.NativeAds.Description.InvalidAdGuiAdorneePosition,La posizione di Adornee di AdGui non è valida
Feature.NativeAds.Description.InvalidAdPortalHierarchy,AdPortal non ha una gerarchia corretta
Feature.NativeAds.Description.InvalidAdGuiValidation,Validazione di AdGui non riuscita
Feature.NativeAds.Description.InvalidAdPortalProperties,AdPortal non ha impostato le proprietà corrette
Feature.NativeAds.Description.InvalidAdPortalParentProperties,La parte parent di AdPortal non ha impostato le proprietà correttamente
Feature.NativeAds.Description.InvalidAdGuiAdornee,Adornee di AdGui non è una parte
Feature.NativeAds.Description.AdPortalMissing,AdPortal non esiste
IAPExperience.InsufficientRobux.Text.YouNeed,Hai bisogno di ulteriori {robux}. Per favore acquista più pacchetti Robux poi torna all'esperienza.
IAPExperience.InsufficientRobux.Action.RobuxStore,Vai al negozio Robux
CoreScripts.TextChat.Emote.Error.NotOwned,Non possiedi l'emote '{RBX_EMOTE}'.
InGame.HelpMenu.Label.PlaySessionId,PlaySessionId: {RBX_STR}
Feature.SettingsHub.Prompt.Subtitle.TemporarySuspension2,"Sulla base delle segnalazioni degli utenti, abbiamo stabilito che il tuo comportamento durante l'utilizzo della chat vocale violava le regole della nostra community. Il tuo accesso alla chat vocale è stato sospeso fino al"
Feature.SettingsHub.Prompt.MicUseSuspended,Utilizzo microfono sospeso
InGame.ConnectionError.Title.LowMemoryWarning,Avviso di bassa memoria
InGame.ConnectionError.Queue,La tua posizione in fila: {POSITION}
CoreScripts.PublishAssetPrompt.TitleTextClothing,Invia abbigliamento
CoreScripts.PublishAssetPrompt.TitleTextEmote,Invia emote
CoreScripts.PublishAssetPrompt.TitleTextPackage,Invia pacchetto
CoreScripts.PublishAssetPrompt.Name,Nome
CoreScripts.PublishAssetPrompt.Description,Descrizione
CoreScripts.PublishAssetPrompt.InvalidName,Nome invalido
CoreScripts.PublishAssetPrompt.InvalidDescription,Descrizione non valida
CoreScripts.PublishAssetPrompt.DisclaimerAvatar,Accetto che questa esperienza invierà il mio articolo avatar alla moderazione e caricherà alle Mie Creazioni.
CoreScripts.PublishAssetPrompt.DisclaimerEmote,Sono d'accordo che questa esperienza sottoporrà il mio asset 3D alla moderazione e caricare su My Creations.
CoreScripts.PublishAssetPrompt.Cancel,Annulla
CoreScripts.PublishAssetPrompt.Submit,Invia
CoreScripts.PublishAssetPrompt.AssetDescriptionPlaceholder,Descrizione
CoreScripts.PublishAssetPrompt.AssetNamePlaceholder,Nome
CoreScripts.TextChat.Emote.Error.NotOwnedGeneric,Non possiedi quella emote.
Client.App.Message.Win32DeprecationNotifyPhase,
Client.App.Message.Win32DeprecationDeadlinePhase,
Client.App.Message.Win32DeprecationDeprecatedPhase,
Feature.GameDetails.Label.Camera,Videocamera
InGame.CommonUI.Label.Return,Ritorna a
InGame.CommonUI.Label.ReturnFallback,Torna all'esperienza precedente
InGame.CommonUI.Label.ReturnTo,"Ritorna a ""{placeName}"""
Feature.FaceChat.Heading.FacialAnimation,Animazione facciale
Feature.FaceChat.Subtitle.FeatureDisabled,L'animazione facciale è temporaneamente non disponibile. Riprova più tardi.
Feature.FaceChat.Subtitle.ServerDisabled,L'animazione facciale è temporaneamente non disponibile. Riprova più tardi.
Feature.FaceChat.Subtitle.VideoPerformancePromptDisable,Spegnere la fotocamera può migliorare le prestazioni dell'esperienza.
Feature.FaceChat.Heading.VideoNoPermission,Videocamera non disponibile
Feature.FaceChat.Subtitle.VideoNoPermission,Vai alle tue impostazioni per consentire a Roblox di utilizzare il microfono.
Feature.FaceChat.Heading.VideoPerformancePromptDisable,Bassa prestazioni del dispositivo
Feature.FaceChat.Heading.PromptNoDynamicHeadEquipped,Animazione facciale non disponibile
Feature.FaceChat.Heading.VideoUnsupported,Non compatibile con dispositivo videocamera
Feature.FaceChat.Subtitle.VideoUnsupported,Roblox non è in grado di usare la videocamera per animare l'avatar.
Feature.SettingsHub.Prompt.Connecting,La voce si sta ancora connettendo
Feature.SettingsHub.Prompt.Subtitle.Connecting,Connessione vocale ancora in corso. Potrebbe richiedere un ulteriore momento.
CoreScripts.ContactList.Label.Outgoing,In uscita
CoreScripts.ContactList.Label.Incoming,In entrata
CoreScripts.ContactList.Label.Missed,Persa
Feature.FaceChat.Heading.LODCameraForceDisable,La videocamera è stata spenta
Feature.FaceChat.Subtitle.LODCameraForceDisable,Roblox ha spento la vidoecamera del dispositivo a causa di problemi tecnici.
Feature.ForceTwoStepVerification.ForceTwoStepVerification.Action,Configura
Feature.ForceTwoStepVerification.ForceTwoStepVerification.Body,"Per completare questa azione è necessario impostare una verifica in due fasi. Questo aiuterà a proteggere i tuoi accessi, acquisti e altro ancora."
Feature.ForceTwoStepVerification.ForceTwoStepVerification.Header,Richiesta verifica a due fasi
Feature.SettingsHub.Prompt.Subtitle.TemporarySuspensionAvatarChat,"A causa della violazione dei nostri dtandard comunitari, abbiamo temporaneamente revocato il tuo accesso alla chat con voce e chat come tuo avatar fino a quando"
Feature.SettingsHub.Prompt.Subtitle.FutureViolations,Le future violazioni possono comportare ulteriori azioni sul conto.
Feature.SettingsHub.Prompt.Subtitle.EffectiveUntil,Effettivo fino a
Feature.SettingsHub.Prompt.Subtitle.MicAndCamera,"I nostri sistemi hanno rilevato comportamenti che possono violare i nostri standard comunitari. Come precauzione, abbiamo temporaneamente disabilitato il tuo accesso alla chat con voce e avatar."
Feature.SettingsHub.Prompt.Subtitle.Microphone,"I nostri sistemi hanno rilevato comportamenti che possono violare i nostri standard comunitari. Come precauzione, abbiamo temporaneamente disabilitato il tuo accesso alla chat con voce e avatar."
Feature.SettingsHub.Prompt.MicAndCameraUseSuspended,Uso del microfono e videocamera sospeso
IAPExperience.BuyRobux.Banner.Text,Robux ti permette di acquistare aggiornamenti per il tuo avatar o acquistare abilità speciali in esperienze
IAPExperience.BuyRobux.Banner.Title,Sblocca Robux
IAPExperience.BuyRobux.Text.MoreRobux,{robux} altri Robux
InGame.ConnectionError.PlacelaunchHttpError,Si è verificato un errore http. Chiudi il client e riprova.
InGame.ConnectionError.PlacelaunchGameFull,L'esperienza richiesta è piena
InGame.ConnectionError.PlacelaunchGameEnded,"Questa esperienza è finita, o il server è diventato inaspettatamente indisponibile a causa di un errore di sistema"
InGame.ConnectionError.DisconnectOutOfMemoryKeepPlayingLeave,"La memoria del tuo dispositivo è bassa. Se lasci l'esperienza ora, il tuo stato rimarrà intatto e impedirai a Roblox di fare crash."
InGame.ConnectionError.Waiting,Aspettando un server disponibile
InGame.ConnectionError.Loading,"Trovato server, caricamento..."
InGame.ConnectionError.Joining,Connessione al server
NotificationScript2.UINavigation.FormattedText,Premi {KEY_NAME} per attivare.
Feature.FaceChat.Subtitle.UnsupportedDevice,Il tuo hardware non soddisfa i requisiti per animare il tuo avatar usando la tua fotocamera.
Feature.AccountSettings.Heading.Communication,Comunicazione
Feature.FaceChat.Heading.NotAvailable,Animazione facciale non disponibile
InGame.ConnectionError.DisconnectPrivateServerKickout,Sei stato disconnesso perché non hai più accesso a questo server privato.
CoreScripts.PublishAssetPrompt.PackagesDefaultName,Pacchetto di {RBX_NAME}
Feature.FaceChat.Subtitle.PromptNoDynamicHeadEquipped,Il tuo avatar ha una testa che non supporta l'animazione facciale. Le teste compatibili sono disponibili nel tuo inventario e nel negozio Avatar.
CoreScripts.EmoteThumbnailEditor.Action.Cancel,Annulla
CoreScripts.EmoteThumbnailEditor.Action.Update,Aggiorna
CoreScripts.EmoteThumbnailEditor.Heading.EditThumbnail,Modifica thumbnail
CoreScripts.EmoteThumbnailEditor.Label.Rotation,Rotazione
CoreScripts.EmoteThumbnailEditor.Label.Time,Ora
Notifications.ToastNotifications.Label.LeaveExperienceConfirmation,Sei sicuro di voler lasciare e unirti ad un'altra esperienza?
Feature.SettingsHub.Prompt.SimpleNudge,Per favore sii civile e gentile
Feature.SettingsHub.Prompt.Subtitle.SimpleNudge,I nostri sistemi hanno rilevato comportamenti che possono violare i nostri standard comunitari. Questo è un cordiale promemoria per mantenere Roblox civile e gentile.
Feature.SettingsHub.Prompt.Subtitle.SimpleNudge2,Le future violazioni possono comportare ulteriori azioni dell' account.
Feature.SettingsHub.Prompt.ThankYouForFeedback,Grazie per averci informato
