Key,Value
Common.UGCValidation.ErrorLabel.MeshPartBounds_TooLarge,"حجم أصل mesh للجزء {partName} على المحور {axis} البالغ ""{currentSize}"" من الأزرار أكبر من الحد الأقصى المسموح به لحجم الجزء الفردي البالغ ""{maxSize}"" من الأزرار. يرجى تغيير حجم أصل mesh إلى الأصغر."
Common.UGCValidation.ErrorLabel.MeshPartBounds_TooSmall,"حجم أصل mesh للجزء {partName} على المحور {axis} البالغ ""{currentSize}"" من الأزرار أصغر من الحد الأدنى المسموح به لحجم الجزء الفردي البالغ ""{minSize}"" من الأزرار. يرجى تغيير حجم أصل mesh إلى الأكبر."
Common.UGCValidation.ErrorLabel.MissingRequiredAttachment,يجب أن توجد نقطة الاتصال {attName} مرة واحدة بالضبط ضمن العناصر الفرعية للجزء {partName}.
Common.UGCValidation.ErrorLabel.NoAttributes,يحتوي '{RootInstanceName}' (أو العناصر الفرعية له) على سمات. يتعين عليك إزالة السمات مما يلي: {InstanceNameList}
Common.UGCValidation.ErrorLabel.PropertiesNotSensible,"يحتوي {ClassName} ""{InstancePath}"" على خصائص غير صالحة: {ProblematicProperties}. لقد تم تجاوز حد البايت المحدد (الحد 0 يعني أن الخاصية يجب أن تكون فارغة)، أو أن إحدى الخصائص تحتوي على قيم NaN/Inf أو تجاوزت الحد الافتراضي للحجم."
Common.UGCValidation.ErrorLabel.RigAttachmentOutOfBounds,"يجب وضع نقطة اتصال rig ""{AttachmentName}"" في الجزء ""{PartName}"" بالقرب من حدود المفصل حيث يتصل جزء الجسد هذا بجزء مجاور. الموضع الحالي [{CurrentPosition}] بعيد جدًا عن مستوى الاتصال. انقله ليكون أقرب إلى [{ClosestValidPosition}]."
Common.UGCValidation.ErrorLabel.SelectionCountNotOne,لرفع أصل على منصة Roblox، يجب عليك تحديد حالة واحدة بالضبط ونوع الرفع المرتبط بها.
Common.UGCValidation.ErrorLabel.SerializedAssetTooLarge,هذا الأصل أكبر من الحد المسموح به للرفع (حجمه {sizeBytes} بايت متجاوزًا الحد الأقصى البالغ {maxSizeBytes} بايت). يرجى تقليل حجمه والمحاولة مرة أخرى.
Common.UGCValidation.ErrorLabel.TagsFoundOnSingleInstance,يجب ألا تحتوي الحالة {ProblematicDescendantPath} على أي وسوم.
Common.UGCValidation.ErrorLabel.TestWorkflowMessageV2,سلسلة أخطاء الاختبار الثانية المُستخدمة للتحقق من سير عمل مزامنة الترجمة المرتكزة على المركز من البداية للنهاية
Common.UGCValidation.ErrorLabel.UnallowedFacsJoints,يحتوي MeshPart الخاص بالرأس على محرك وجه لـ {jointName}، والذي لا يمكن استخدامه في نظام FACs. يُرجى إعادة تسمية هذه المفصل ثم إعادة استيراد الرأس.
Common.UGCValidation.ErrorLabel.UnallowedJointSkinned, الجزء {partName} مربوط بالمفصل الافتراضي {jointName}، وهو ليسو جزءًا من مخطط R15plus.
Common.VerifiedParentalConsent.Action.Cancel,
Common.VerifiedParentalConsent.Action.Close,
Common.VerifiedParentalConsent.Action.GoToSettings,الانتقال إلى الإعدادات
Common.VerifiedParentalConsent.Description.SpendingRestrictionWithSettings,نظرًا للقيود الإقليمية المطبّقة، فأنت بحاجة إلى إذن والديك لإجراء عملية الشراء. اطلب الإذن من والديك في الإعدادات > الإنفاق.
Common.VerifiedParentalConsent.Description.SpendingRestrictionWithoutSettings,نظرًا للقيود الإقليمية المطبّقة، فأنت بحاجة إلى إذن والديك لإجراء عملية الشراء. يُرجى زيارة الويب أو جهاز مرافق لطلب الإذن من والديك في الإعدادات > الإنفاق.
Common.VerifiedParentalConsent.Label.AskParent,اطلب من والديك
Common.VisitGame.Label.Play,الانضمام
CommonUI.Controls.Action.Accept,قبول
CommonUI.Controls.Action.Apply,تطبيق
CommonUI.Controls.Action.Back,رجوع
CommonUI.Controls.Action.Cancel,
CommonUI.Controls.Action.Confirm,تأكيد
CommonUI.Controls.Action.Continue,
CommonUI.Controls.Action.Done,تم
CommonUI.Controls.Action.Next,التالي
CommonUI.Controls.Action.OK,حسنًا
CommonUI.Controls.Action.Refresh,تحديث
CommonUI.Controls.Action.ResetAll,إعادة تعيين الكل
CommonUI.Controls.Action.Search,البحث
CommonUI.Controls.Action.ShowMore,عرض المزيد
CommonUI.Controls.Action.Submit,إرسال
CommonUI.Controls.Action.Yes,نعم
CommonUI.Controls.Birthdaypicker.Label.Date,التاريخ
CommonUI.Controls.Input.Optional,{inputLabel} (اختياري)
CommonUI.Controls.Label.April,نيسان/أبريل
CommonUI.Controls.Label.AprilAbbreviated,أبريل
CommonUI.Controls.Label.August,آب/أغسطس
CommonUI.Controls.Label.AugustAbbreviated,أغسطس
CommonUI.Controls.Label.Day,اليوم
CommonUI.Controls.Label.December,كانون الأول/ديسمبر
CommonUI.Controls.Label.DecemberAbbreviated,ديسمبر
CommonUI.Controls.Label.February,شباط/فبراير
CommonUI.Controls.Label.FebruaryAbbreviated,فبراير
CommonUI.Controls.Label.Friday,الجمعة
CommonUI.Controls.Label.FridayAbbreviated,
CommonUI.Controls.Label.InvalidDateFormat,تنسيق التاريخ غير صالح
CommonUI.Controls.Label.January,كانون الثاني/يناير
CommonUI.Controls.Label.JanuaryAbbreviated,يناير
CommonUI.Controls.Label.July,تموز/يوليو
CommonUI.Controls.Label.June,حزيران/يونيو
CommonUI.Controls.Label.LastWeek,الأسبوع الماضي
CommonUI.Controls.Label.LastYear,العام الماضي
CommonUI.Controls.Label.March,آذار/مارس
CommonUI.Controls.Label.MarchAbbreviated,مارس
CommonUI.Controls.Label.May,أيار/مايو
CommonUI.Controls.Label.Monday,الاثنين
CommonUI.Controls.Label.MondayAbbreviated,
CommonUI.Controls.Label.November,تشرين الثاني/نوقمبر
CommonUI.Controls.Label.NovemberAbbreviated,نوفمبر
CommonUI.Controls.Label.October,تشرين الأول/أكتوبر
CommonUI.Controls.Label.OctoberAbbreviated,أكتوبر
CommonUI.Controls.Label.PageCount,{current:int} من {total:int}
CommonUI.Controls.Label.Saturday,السبت
CommonUI.Controls.Label.SaturdayAbbreviated,
CommonUI.Controls.Label.SelectDate,حدد التاريخ
CommonUI.Controls.Label.SelectTheTime,تحديد الوقت
CommonUI.Controls.Label.September,أيلول/سبتمبر
CommonUI.Controls.Label.SeptemberAbbreviated,سبتمبر
CommonUI.Controls.Label.Sunday,الأحد
CommonUI.Controls.Label.SundayAbbreviated,
CommonUI.Controls.Label.ThisMonth,هذا الشهر
CommonUI.Controls.Label.ThisWeek,هذا الأسبوع
CommonUI.Controls.Label.ThisYear,هذا العام
CommonUI.Controls.Label.Thursday,الخميس
CommonUI.Controls.Label.ThursdayAbbreviated,
CommonUI.Controls.Label.Today,
CommonUI.Controls.Label.Tuesday,الثلاثاء
CommonUI.Controls.Label.TuesdayAbbreviated,
CommonUI.Controls.Label.Wednesday,الأربعاء
CommonUI.Controls.Label.WednesdayAbbreviated,
CommonUI.Controls.Label.Year,السنة
CommonUI.Controls.NoResultsFound,لا توجد نتائج
CommonUI.Features.Action.Close,
CommonUI.Features.Action.Continue,
CommonUI.Features.Action.LearnMore,معرفة المزيد
CommonUI.Features.Action.LessLowercase,أقل
CommonUI.Features.Action.MoreLowercase,المزيد
CommonUI.Features.Action.Send,
CommonUI.Features.Label.About,حول
CommonUI.Features.Label.AcceptConnection,قبول جهة الاتصال
CommonUI.Features.Label.AcceptFriend,قبول الصداقة
CommonUI.Features.Label.Add,إضافة
CommonUI.Features.Label.AddConnection,إضافة جهة اتصال
CommonUI.Features.Label.AddConnections,إضافة جهات اتصال
CommonUI.Features.Label.AddFriend,إضافة صديق
CommonUI.Features.Label.Badges,شارات
CommonUI.Features.Label.Charts,الرائجة
CommonUI.Features.Label.Chat,الدردشة
CommonUI.Features.Label.Connect,الأصدقاء
CommonUI.Features.Label.Connection,جهة اتصال
CommonUI.Features.Label.Connections,جهات الاتصال
CommonUI.Features.Label.ControllerBar.HoldPrefix,أوقف
CommonUI.Features.Label.ControllerBar.Search,
CommonUI.Features.Label.ControllerBar.ToPlaySuffix,للعب
CommonUI.Features.Label.CreateGames,إنشاء
CommonUI.Features.Label.Friends,
CommonUI.Features.Label.Game,الخبرات
CommonUI.Features.Label.GiftCards,شراء بطاقات الهدايا
CommonUI.Features.Label.Groups,المجتمعات
CommonUI.Features.Label.HelpAndSafety,المساعدة والأمان
CommonUI.Features.Label.Home,الصفحة الرئيسية
CommonUI.Features.Label.Inventory,مقتنيات
CommonUI.Features.Label.InviteConnections,إرسال دعوة إلى جهات الاتصال
CommonUI.Features.Label.Learn,التعلُّم
CommonUI.Features.Label.Messages,الرسائل
CommonUI.Features.Label.Moments,اللحظات
CommonUI.Features.Label.More,
CommonUI.Features.Label.Premium,مميز
CommonUI.Features.Label.Privacy,الخصوصية
CommonUI.Features.Label.PrivacyPolicy,
CommonUI.Features.Label.Profile,الملف الشخصي
CommonUI.Features.Label.RM,
CommonUI.Features.Label.Redeem,تحصيل الأكواد
CommonUI.Features.Label.RemoveConnection,إزالة الصديق
CommonUI.Features.Label.ReportLogs,سجلات التقرير
CommonUI.Features.Label.ReportLogsSentenceCase,الإبلاغ عن السجلات
CommonUI.Features.Label.Sent,تم الإرسال
CommonUI.Features.Label.Settings,
CommonUI.Features.Label.Terms,الشروط
CommonUI.Features.Label.TermsOfUse,شروط الاستخدام
CommonUI.Features.Label.Thanks,شكرًا
CommonUI.Features.Label.TheHunt,أحداث Roblox
CommonUI.Features.Label.Trades,مهن
CommonUI.Features.Label.Unchecked,لم يتم التحقُّق
CommonUI.Features.Label.X,Roblox Plus
CommonUI.Features.Label.sGroups,
CommonUI.Features.Labels.ConnectTo,الاتصال بـ
CommonUI.Features.Labels.Retry,
CommonUI.Features.NavBar.Build,بناء
CommonUI.Features.StudioCTA.Tooltip.Body,تحميل الاستوديو مجاناً!
CommonUI.Features.StudioCTA.Tooltip.Title,بدء الإنشاء على Roblox
CommonUI.Messages.Action.Apply,
CommonUI.Messages.Action.Dismiss,تجاهل
CommonUI.Messages.Action.OK,
CommonUI.Messages.Action.Reset,Reset
CommonUI.Messages.Response.NoResults,
CommonUI.Messages.Response.PageError,خطأ في تحميل الصفحة
CommonUI.Messages.Response.SomethingWentWrong,
CommonUI.Messages.SystemMessage.AndroidDeprecationBodyPhase1,في المستقبل القريب، لن تدعم Roblox الأجهزة التي تعمل بالإصدارين 6 و7 من نظام التشغيل Android. لمواصلة اللعب، يُرجى ترقية جهازك إلى الإصدار 8 أو إصدار أحدث من نظام التشغيل Android.
CommonUI.Messages.SystemMessage.AndroidDeprecationBodyPhase2,ابتداءً من {date}، لن تدعم Roblox الأجهزة التي تعمل بالإصدارين 6 و7 من نظام التشغيل Android. لمواصلة اللعب، يُرجى ترقية جهازك إلى الإصدار 8 أو إصدار أحدث من نظام التشغيل Android.
CommonUI.Messages.SystemMessage.AndroidDeprecationBodyPhase2Fallback,ابتداءً من 19 يوليو 2025، لن تدعم Roblox الأجهزة التي تعمل بالإصدارين 6 و7 من نظام التشغيل Android. لمواصلة اللعب، يُرجى ترقية جهازك إلى الإصدار 8 أو إصدار أحدث من نظام التشغيل Android.
CommonUI.Messages.SystemMessage.AndroidDeprecationBodyPhase3,لم تعد Roblox تدعم الأجهزة التي تعمل بالإصدارين 6 و7 من نظام التشغيل Android. لمواصلة اللعب، يُرجى ترقية جهازك إلى الإصدار 8 أو إصدار أحدث من نظام التشغيل Android.
CommonUI.Messages.SystemMessage.AndroidDeprecationSystemRequirementsLinkLabel,متطلبات النظام على الجوال
CommonUI.Messages.SystemMessage.AndroidDeprecationTitlePhase1,الإجراء المطلوب: تحديث جهازك
CommonUI.Messages.SystemMessage.AndroidDeprecationTitlePhase2,
CommonUI.Messages.SystemMessage.AndroidDeprecationTitlePhase3,
CommonUI.Messages.SystemMessage.DeprecationMobileSystemRequirementsLinkLabel,متطلبات نظام الجوال
CommonUI.Messages.SystemMessage.DeprecationTitle,إجراء مطلوب: حدّث جهازك
CommonUI.Messages.SystemMessage.IosDeprecationBodyPhase1,في المستقبل القريب، لن تدعم منصّة Roblox نظام iOS 13. يُرجى ترقية جهازك إلى iOS 14 أو أعلى لمواصلة اللعب.
CommonUI.Messages.SystemMessage.IosDeprecationBodyPhase2Fallback,ابتداءً من 5 يونيو 2026، لن تدعم منصّة Roblox نظام iOS 13. يُرجى ترقية جهازك إلى iOS 14 أو أعلى لمواصلة اللعب.
CommonUI.Messages.SystemMessage.IosDeprecationBodyPhase3,لم تعد منصّة Roblox تدعم نظام iOS 13. يُرجى ترقية جهازك إلى iOS 14 أو أعلى لمواصلة اللعب.
CommonUI.Messages.SystemMessage.PS4onPS5DeprecationBody,يُرجى تثبيت الإصدار الجديد من منصّة Roblox وتشغيله على PlayStation®5. لن يكون إصدار منصّة Roblox على PlayStation®4 متاحًا للاعبين على PlayStation®5 اعتبارًا من {date}.
CommonUI.Messages.SystemMessage.PS4onPS5DeprecationTitle,منصّة Roblox متاحة الآن على PlayStation®5
CommonUI.Messages.SystemMessage.PS4onPS5HardDeprecationBody,لم يعد إصدار PlayStation®4 من Roblox مدعومًا على جهاز PlayStation®5. لمواصلة اللعب، يرجى تنزيل تطبيق Roblox الجديد المخصص لجهاز PlayStation®5.
CoreScripts.Ads.Action.Close,
CoreScripts.Ads.ImmersiveBrandedAds.WhyThisAd,هذا الإعلان غير المخصص يظهر للمستخدمين في هذه التجربة. المُعلِن هو {AdvertiserName} وقد دفع مقابل هذا الإعلان.
CoreScripts.Ads.Label.IllegalContentReportingLink,الإبلاغ عن محتوى غير قانوني أو محتوى ضار بالأطفال
CoreScripts.Ads.Label.InExperienceDisclosureDynamic,لم تستخدم Roblox أي معلومات تتعلق بسلوك المستخدم لعرض هذا الإعلان. أنت تشاهد هذا الإعلان بناءً على معلومات تتضمن نوع الجهاز والموقع والعمر، نهدف من خلالها إلى عرض إعلانات ذات صلة ومناسبة لاهتماماتك. المُعلِن هو {AdvertiserName}.
CoreScripts.Ads.Label.InExperienceDisclosureDynamicWithPayer,لم تستخدم Roblox أي معلومات تتعلق بسلوك المستخدم لعرض هذا الإعلان. أنت تشاهد هذا الإعلان بناءً على معلومات تتضمن نوع الجهاز والموقع والعمر، نهدف من خلالها إلى عرض إعلانات ذات صلة ومناسبة لاهتماماتك. المُعلِن هو {AdvertiserName}، ومموِّل الإعلان هو {PayerName}.
CoreScripts.Ads.Label.InExperienceDisclosureStatic,لم تستخدم Roblox أي معلومات تتعلق بسلوك المستخدم لعرض هذا الإعلان. أنت تشاهد هذا الإعلان بناءً على معلومات تتضمن نوع الجهاز والموقع والعمر، نهدف من خلالها إلى عرض إعلانات ذات صلة ومناسبة لاهتماماتك.
CoreScripts.Ads.Label.InappropriateAd,إعلان غير لائق
CoreScripts.Ads.Label.ReportAd,الإبلاغ عن الإعلان
CoreScripts.Ads.Label.RewardedVideoEligibleDisclaimer,هذا إعلان تجريبي. سيتم عرض الإعلانات الحقيقية في تجربتك.
CoreScripts.Ads.Label.RewardedVideoExitConfirmation,لقد أوشكت على الحصول على مكافأتك. هل تريد بالتأكيد الخروج؟
CoreScripts.Ads.Label.RewardedVideoIneligibleDisclaimer,هذا إعلان تجريبي. لن يتم عرض الإعلانات الحقيقية لأن تجربتك غير مؤهلة.
CoreScripts.Ads.Label.SponsoredAds,ممولة
CoreScripts.Ads.Label.SponsoredAdsDisclosureStatic,التجارب التي تم رعايتها مدفوعة من قبل المصممين. بالنسبة للمستخدمي في الاتحاد الأوروبي، قد يتم عرضهم لك على أساس معلومات عامة مثل نوع جهازك وموقعك الجغرافي. أما خارج الاتحاد الأوروبي، فقد يتم عرض الإعلانات استنادًا إلى معلومات إضافية.
CoreScripts.Ads.Label.Teleporting,انتقال فوري...
CoreScripts.Ads.Label.WhyThisAd,لماذا هذا الإعلان؟
CoreScripts.AssetPreviewView.Action.ResetView,إعادة تعيين العرض
CoreScripts.AssetPreviewView.Label.LoadingFailed,تعذّر التحميل
CoreScripts.AvatarEditorPrompts.Adding,إضافة:
CoreScripts.AvatarEditorPrompts.CreateOutfitPromptNo,لا
CoreScripts.AvatarEditorPrompts.CreateOutfitPromptText,هل تريد حفظ هذه الشخصية في Roblox؟ 
CoreScripts.AvatarEditorPrompts.CreateOutfitPromptTitle,حفظ شخصية الأفاتار
CoreScripts.AvatarEditorPrompts.CreateOutfitPromptYes,
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptNo,
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptText,هل تريد حذف الشخصية {RBX_NAME} من Roblox؟
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptTextNoName,هل تريد حذف هذه الشخصية من Roblox؟
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptTitle,حذف شخصية الأفاتار
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptYes,حذف
CoreScripts.AvatarEditorPrompts.DisabledRenameOutfitPromptOkay,
CoreScripts.AvatarEditorPrompts.DisabledRenameOutfitPromptText,إعادة تسمية الشخصيات معطلة
CoreScripts.AvatarEditorPrompts.DisabledRenameOutfitPromptTitle,إعادة تسمية الشخصية معطلة
CoreScripts.AvatarEditorPrompts.EnterOutfitNamePromptNo,
CoreScripts.AvatarEditorPrompts.EnterOutfitNamePromptTitle,اسم الشخصية
CoreScripts.AvatarEditorPrompts.EnterOutfitNamePromptYes,
CoreScripts.AvatarEditorPrompts.FavouriteItemPromptNo,
CoreScripts.AvatarEditorPrompts.FavouriteItemPromptText,هل تريد إضافة {RBX_NAME} إلى المفضلة؟
CoreScripts.AvatarEditorPrompts.FavouriteItemPromptTitle,تفضيل العنصر
CoreScripts.AvatarEditorPrompts.FavouriteItemPromptYes,
CoreScripts.AvatarEditorPrompts.GameNamePlaceHolder,اسم التجربة غير معروف
CoreScripts.AvatarEditorPrompts.InventoryReadAccessPromptNo,
CoreScripts.AvatarEditorPrompts.InventoryReadAccessPromptText,يريد المستخدم {RBX_NAME} الاطلاع على عناصر أفاتارك
CoreScripts.AvatarEditorPrompts.InventoryReadAccessPromptTitle,الوصول إلى العناصر؟
CoreScripts.AvatarEditorPrompts.InventoryReadAccessPromptYes,
CoreScripts.AvatarEditorPrompts.ItemsListLoadingFailed,
CoreScripts.AvatarEditorPrompts.NoChangedAssets,لم تتغير أي عناصر
CoreScripts.AvatarEditorPrompts.OutfitNamePlaceholder,أدخل اسم الشخصية
CoreScripts.AvatarEditorPrompts.Removing,إزالة:
CoreScripts.AvatarEditorPrompts.RenameOutfitNamePromptTitle,إعادة تسمية الشخصية
CoreScripts.AvatarEditorPrompts.RenameOutfitPromptText,أدخل اسم جديد للشخصية {RBX_NAME}:
CoreScripts.AvatarEditorPrompts.SaveAvatarPromptNo,
CoreScripts.AvatarEditorPrompts.SaveAvatarPromptText,يريد المستخدم {RBX_NAME} إجراء تعديلات على عناصر أفاتارك:
CoreScripts.AvatarEditorPrompts.SaveAvatarPromptTitle,تجهيز الأفاتار بالعناصر
CoreScripts.AvatarEditorPrompts.SaveAvatarPromptYes,
CoreScripts.AvatarEditorPrompts.UnfavouriteItemPromptText,هل تريد إزالة {RBX_NAME} من المفضلة؟
CoreScripts.AvatarEditorPrompts.UnfavouriteItemPromptTitle,إلغاء تفضيل العنصر
CoreScripts.AvatarEditorPrompts.UpdateOutfitPromptNo,
CoreScripts.AvatarEditorPrompts.UpdateOutfitPromptText,هل تريد تحديث الشخصية {RBX_NAME}؟
CoreScripts.AvatarEditorPrompts.UpdateOutfitPromptTextNoOutfitName,هل تريد تحديث الشخصية المحفوظة؟
CoreScripts.AvatarEditorPrompts.UpdateOutfitPromptTitle,تحديث الشخصية؟
CoreScripts.AvatarEditorPrompts.UpdateOutfitPromptYes,
CoreScripts.BulkPurchasePrompt.CompletedPrompt.DismissCTA,
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorHeading,تعذّر الشراء
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.ErrorReason2SV,عملية التحقق بخطوتين مطلوبة لإجراء هذه المعاملات. انتقل إلى الإعدادات> الأمان لإتمام عملية التحقق بخطوتين.
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.ErrorReasonAlreadyOwned,لا يمكن إكمال عملية الشراء لأنك تمتلك هذه العناصر مسبقًا.
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.ErrorReasonGeneric,لا يمكن إكمال عملية الشراء في هذه اللحظة.
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.ErrorReasonInsufficientMembership,تعذر إكمال عملية الشراء لأنك تحتاج إلى Roblox Premium لشراء هذه العناصر.
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.ErrorReasonInsufficientRobux,لا يمكن إكمال عملية الشراء لأنك لا تملك Robux كفاية.
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.ErrorReasonNotAvailableForPurchaser,لا يمكن إكمال عملية الشراء لأنه لا يسمح لك بشراء هذا النوع من العناصر.
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.ErrorReasonNotAvailableInExperience,لم تكتمل عملية الشراء لأن هذه العناصر غير متوفرة في هذه التجربة.
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.ErrorReasonNotForSale,تعذر إكمال عملية الشراء لأن هذه العناصر غير معروضة للبيع.
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.ErrorReasonPriceMismatch,تعذر إكمال عملية الشراء لأن سعر هذه العناصر تغيّر.
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.ErrorReasonPurchaserIsSeller,لا يمكن إكمال عملية الشراء لأنه لا يسمح لك بشراء عناصرك الخاصة.
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.ErrorReasonQuantityLimitExceeded,لا يمكن إكمال عملية الشراء لأنك وصلت إلى الحد الأقصى لملكية هذه العناصر.
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.ErrorReasonQuotaExceeded,تعذر إكمال عملية الشراء لأنك وصلت إلى الحد الأقصى وهو 9 معاملات في الدقيقة.
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.ErrorReasonSoldOut,تعذر إكمال عملية الشراء لأن هذه العناصر قد بيعت بالكامل.
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.TryAgainLater,لم يتم تحصيل أي Robux منك. يرجى المحاولة مرة أخرى.
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.TryAgainMoreRobux,لم يتم تحصيل أي Robux منك. يرجى شراء المزيد ثم المحاولة مرة أخرى.
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.TryAgainNow,
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.TryAgainOtherItems,لم يتم تحصيل أي Robux منك. يرجى المحاولة مرة أخرى من خلال عناصر أخرى.
CoreScripts.BulkPurchasePrompt.CompletedPrompt.ErrorPrompt.TryAgainWait,
CoreScripts.BulkPurchasePrompt.CompletedPrompt.SuccessHeading,اكتمل الشراء
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.Heading,تم اكتمال الشراء جزئيًا
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemListSuccessfulCount,{itemCount} من العناصر
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemListSuccessfulHeading,نجاح
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemListUnsuccessfulCount,
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemListUnsuccessfulHeading,غير ناجح
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemStatusAlreadyOwned,مملوك بالفعل
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemStatusGeneric,غير متوفر
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemStatusInsufficientMembership,Premium مطلوب
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemStatusInsufficientRobux,Robux غير كافي
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemStatusNotAvailableForPurchaser,
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemStatusNotForSale,ليس للبيع
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemStatusPlaceInvalid,غير متوفر في هذه التجربة
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemStatusPriceMismatch,تغيّر السعر
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemStatusPurchaserIsSeller,البائع هو المشتري
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemStatusQuantityLimitExceeded,تم بلوغ الحد
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemStatusQuotaExceeded,تم الوصول إلى الحد الأقصى للطلبات
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemStatusSoldOut,مباع بالكامل
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.ItemStatusSuccess,مشتراة
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.Notice,لا يمكن شراء بعض العناصر حاليًا، يرجى المحاولة لاحقًا.
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.PriceBox.CurrentBalance,الرصيد الحالي
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.PriceBox.DismissCTA,
CoreScripts.BulkPurchasePrompt.PartialPurchaseCompletedPrompt.PriceBox.RobuxSpent,Robux المصروفة
CoreScripts.BulkPurchasePrompt.RequestPrompt.Heading,ملخص
CoreScripts.BulkPurchasePrompt.RequestPrompt.ItemListPurchaseCount,
CoreScripts.BulkPurchasePrompt.RequestPrompt.ItemListPurchaseHeading,إجمالي العناصر المشتراة
CoreScripts.BulkPurchasePrompt.RequestPrompt.ItemOwned,{ownedCount} تملكه
CoreScripts.BulkPurchasePrompt.RequestPrompt.PriceBox.BuyRobuxCTA,شراء Robux
CoreScripts.BulkPurchasePrompt.RequestPrompt.PriceBox.ConfirmCTA,دفع
CoreScripts.BulkPurchasePrompt.RequestPrompt.PriceBox.CurrentBalance,
CoreScripts.BulkPurchasePrompt.RequestPrompt.PriceBox.MissingRobux,مبلغ Robux المطلوب
CoreScripts.BulkPurchasePrompt.RequestPrompt.PriceBox.NewBalance,الرصيد بعد الشراء
CoreScripts.BulkPurchasePrompt.RequestPrompt.PriceBox.TotalCost,إجمالي الطلب
CoreScripts.BulkPurchasePrompt.SuccessPrompt.Body,لقد اشتريت بنجاح {itemCount}. ستجد هذه العناصر في مقتنياتك.
CoreScripts.BulkPurchasePrompt.SuccessPrompt.Heading,
CoreScripts.CancelUserSubscriptionPrompt.Error.ButtonText,
CoreScripts.CancelUserSubscriptionPrompt.ErrorCancellingPrompt.Body,حدث خطأ ولم يتم إلغاء تجديد الاشتراك. الرجاء المحاولة مرة أخرى.
CoreScripts.CancelUserSubscriptionPrompt.ErrorCancellingPrompt.Heading,خطأ
CoreScripts.CancelUserSubscriptionPrompt.ExpiringPrompt.Body,لقد تم بالفعل إلغاء اشتراكك بنجاح. لست بحاجة إلى مزيد من الإجراءات.
CoreScripts.CancelUserSubscriptionPrompt.ExpiringPrompt.Heading,تم إلغاؤه بالفعل
CoreScripts.CancelUserSubscriptionPrompt.RequestPrompt.Body,إذا ألغيت اشتراك خادمك الخاص الآن، سيزال بإمكانك استخدامه لغاية {date}.
CoreScripts.CancelUserSubscriptionPrompt.RequestPrompt.DontCancelButton,لا أريد الإلغاء
