Key,Value
Common.Presence.Label.Invisible,Invisible
Common.Presence.Label.Offline,Déconnecté
Common.Presence.Label.Online,Connecté
Common.Presence.Label.RobloxStudio,Roblox Studio
Common.UGCValidation.ErrorLabel.AQSFail_AnimationTooLong,L'animation est trop longue ({duration} secondes). Les animations d'emotes doivent durer au maximum {maxLength} secondes.
Common.UGCValidation.ErrorLabel.AQSFail_AnimationTooShort,L'animation est trop courte ({duration} secondes). Les animations d'emotes doivent durer plus de {minLength} secondes.
Common.UGCValidation.ErrorLabel.AQSFail_MeshIslandML,Ton corps contient de petits éléments de maillage déconnectés (îles de maillage). Supprime la géométrie flottante et vérifie que toutes les parties du maillage sont correctement connectées.
Common.UGCValidation.ErrorLabel.AQSFail_TooManyDisconnectedComponents,"Qualité du contenu : {partName} a {num_disconnected_components} composants déconnectés, ce qui dépasse le maximum de {max_disconnected_components}."
Common.UGCValidation.ErrorLabel.AQSInputDataError,"Le score de qualité ne peut pas être calculé correctement, car les données d'entrée sont incorrectes ou incomplètes. Vérifie ta modélisation ou signale un bug"
Common.UGCValidation.ErrorLabel.AQSInternalError,"Impossible de générer le score en raison d'une erreur liée à la qualité du contenu. Vérifie l'exactitude des données, puis réessaie. Sinon, tu peux signaler un bug."
Common.UGCValidation.ErrorLabel.AQSWarn_CageMeshDistance,"Avertissement relatif à la qualité du contenu : le score de distance entre la cage et le maillage est de {score}. La distance maximale entre la cage extérieure et le maillage est de {max_distance}, {negative_sdf_percent} % des sommets de la cage extérieure se trouvent à l'intérieur du maillage de rendu."
Common.UGCValidation.ErrorLabel.AQSWarn_CageMeshDistanceAvatar,"Avertissement relatif à la qualité du contenu : le score de distance de la cage du corps est de {score}. La distance maximale entre la cage de corps et le maillage est de {max_distance}, {negative_sdf_percent} % des sommets de la cage de corps se trouvent à l'intérieur du maillage de corps."
Common.UGCValidation.ErrorLabel.AQSWarn_CageMeshDistanceHead,"Avertissement relatif à la qualité du contenu : le score de distance de la cage de tête est de {score}. La distance maximale entre la cage de tête et le maillage est de {max_distance}, {negative_sdf_percent} % des sommets de la cage de tête se trouvent à l'intérieur du maillage de tête."
Common.UGCValidation.ErrorLabel.AQSWarn_CageRelevancy,Avertissement relatif à la qualité du contenu : le score de pertinence de la cage est de {score}. {irrelevant_percent} % des sommets de la cage extérieure modifiés ne couvrent pas l'accessoire.
Common.UGCValidation.ErrorLabel.AQSWarn_CageUV,Avertissement relatif à la qualité du contenu : le score UV de la cage est de {score} pour {cage_name}. Nombre d'UV incorrect : {incorrect_uv_count}.
Common.UGCValidation.ErrorLabel.AQSWarn_DegenTriangles,Qualité du contenu : {partName} a {degenerate_triangle_percent} % de triangles dégénérés (score : {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_DynamicHead,Avertissement relatif à la qualité du contenu : le score d'expression de la tête dynamique est de {score}.
Common.UGCValidation.ErrorLabel.AQSWarn_JointNumber,"Qualité du contenu : la configuration des articulations a obtenu un score de {score} (articulations : {joint_number}, main gauche : {left_hand_joint_number}, main droite : {right_hand_joint_number})."
Common.UGCValidation.ErrorLabel.AQSWarn_MeshIslandVolume,Qualité du contenu : {partName} a {num_small_volume_islands} petites îles déconnectées sur {num_disconnected_components} composants (score : {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_MeshManifold,Qualité du contenu : {partName} a des problèmes de maillage manifold (score : {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_MeshNotWatertight,Qualité du contenu : le maillage {partName} n'est pas étanche ({boundary_edges_percent} % d'arêtes de bordure).
Common.UGCValidation.ErrorLabel.AQSWarn_MeshOutsideOuterCage,Avertissement relatif à la qualité du contenu : le score de confinement du maillage est de {score}. {mesh_outside_outer_cage_percent} % des sommets du maillage se trouvent en dehors de la cage extérieure.
Common.UGCValidation.ErrorLabel.AQSWarn_MissingData,"Le score de qualité du contenu pour {measureName} n'a pas pu être calculé, car les données d'entrée étaient incomplètes ou invalides. Cela ne bloque pas l'importation."
Common.UGCValidation.ErrorLabel.AQSWarn_TextureComplexity,Qualité du contenu : la texture {textureName} a une faible complexité (score : {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_TextureResolution,Qualité du contenu : la texture {textureName} a une résolution de {texture_width}x{texture_height} (score : {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_TriangleIntersection,Qualité du contenu : {partName} a {intersecting_tri_face_percent} % de faces triangulaires qui se croisent (score : {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_UVBound,Qualité du contenu : {partName} a {uv_outside_bound_vert_percent} % de sommets UV en dehors des limites (score : {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_VertexSimilarity,Qualité du contenu : {partName} a {similar_vertex_percent} % de sommets similaires (score : {score}).
Common.UGCValidation.ErrorLabel.AccessoryAttachmentOutOfBounds,L'attachement d'accessoire « {AttachmentName} » dans « {PartName} » doit être placé près de la surface du maillage. La position actuelle [{CurrentPosition}] est en dehors de la zone valide. Rapproche-le de [{ClosestValidPosition}].
Common.UGCValidation.ErrorLabel.AccessorySkinning_ExtraJoint,"Le contrôleur est associé via skinning à l'articulation {jointName}, qui ne fait pas partie du schéma autorisé. Seules les articulations R15 standard et les articulations de transfert via skinning sont autorisées."
Common.UGCValidation.ErrorLabel.AccessorySkinning_MissingTransferJoint,"{assetType} doit utiliser le transfert via skinning, mais il te manque l'articulation requise : {requiredJointName}."
Common.UGCValidation.ErrorLabel.AccessorySkinning_NotLeaderOrFollower,"Le contrôleur est associé via skinning à l'articulation {jointName}, mais ce contenu doit faire l'objet d'un skinning automatique. Tu ne peux effectuer de skinning que vers {validJointNameList}."
Common.UGCValidation.ErrorLabel.AccessorySkinning_RequiredSkinningTransfer,{assetType} doit utiliser le transfert via skinning ; définis WrapLayer.AutoSkin sur EnabledOverride.
Common.UGCValidation.ErrorLabel.AccessorySkinning_RigidIsSkinned,L'accessoire rigide contient des données de skinning qui ne sont pas prises en charge. Assure-toi que les os ne sont pas importés avec le maillage
Common.UGCValidation.ErrorLabel.AccessorySkinning_TransferJointWithoutAutoSkin,"Le contrôleur contient l'articulation {jointName}, qui n'est autorisée que lorsque WrapLayer.AutoSkin est défini sur EnabledOverride."
Common.UGCValidation.ErrorLabel.AccessorySkinning_WeightNotFull,Les sommets associés via skinning aux articulations de transfert doivent être entièrement pondérés.
Common.UGCValidation.ErrorLabel.AnimationPack_DuplicateAnimationId,Le pack d'animations contient un identifiant d'animation en double « {animationId} » utilisé par plusieurs clips : {instancePaths}. Chaque clip d'animation doit faire référence à un élément d'animation unique.
Common.UGCValidation.ErrorLabel.AnimationPack_InvalidR15AnimChildren,Le pack d'animations ne contient pas le(s) type(s) d'animation attendu(s) : {missingAnimationTypes}. Chaque type d'animation doit contenir un dossier R15Anim comprenant précisément les enfants StringValue attendus.
Common.UGCValidation.ErrorLabel.Animation_WeightNotPositive,"L'animation « {animationName} » a une valeur Weight de {weight}, mais celle-ci doit être supérieure à 0. Corrige l'animation."
Common.UGCValidation.ErrorLabel.AssetSchemaMissingItem,Impossible de trouver l'élément de catégorie « {ExpectedClass} » appelé « {ExpectedName} » dans l'emplacement « {ParentPath} ».
Common.UGCValidation.ErrorLabel.AssetSchemaUnexpectedItems,Les instances suivantes ne font pas partie du schéma approuvé et doivent être retirées : {UnexpectedDescendantPaths}
Common.UGCValidation.ErrorLabel.AssetSchemaWrongRootClass,"L'élément importé devrait appartenir à la catégorie « {ExpectedClass} », mais il appartient à la catégorie « {RootClass} »."
Common.UGCValidation.ErrorLabel.AssetSchemaWrongRootName,"L'élément importé devrait être nommé « {ExpectedClass} », mais il est nommé « {RootClass} »."
Common.UGCValidation.ErrorLabel.ContentNotEditable,"{InstanceFullName}. {FieldName} contient encore du contenu modifiable non enregistré. Enregistre-le en tant qu'élément avant de publier, puis réessaie."
Common.UGCValidation.ErrorLabel.CurveAnim_BodyPartHasPosition,La partie du corps « {bodyPartName} » dans CurveAnimation possède une piste de position (translation). Les parties du corps d'animation ne peuvent être que pivotées ; les pistes de position ne sont pas autorisées. Supprime la piste de position de cette partie du corps.
Common.UGCValidation.ErrorLabel.CurveAnim_BodyPartTranslationExceedsThreshold,La partie du corps « {bodyPartName} » dans CurveAnimation se déplace de {distance} studs depuis sa position de départ. La translation maximale autorisée est de {maxDistance} studs. Réduis le mouvement de positionnement de la partie du corps.
Common.UGCValidation.ErrorLabel.CurveAnim_BodyPartWithBoneHasPosition,"CurveAnimation contient des os HRD/DRD et la partie du corps « {bodyPartName} » a une piste Position (translation). Lorsque des os sont présents dans l'animation, aucune partie du corps ne peut être translatée pour éviter la séparation des articulations. Supprime toutes les pistes Position des parties du corps."
Common.UGCValidation.ErrorLabel.CurveAnim_BonePositionNotAllowed,L'os {boneName} dans CurveAnimation possède une piste de position (translation). Les os HRD/DRD ne peuvent être que pivotés ; les pistes de position provoquent une séparation des articulations et ne sont pas autorisées. Supprime l'animation de position de cet os.
Common.UGCValidation.ErrorLabel.CurveAnim_BoneTranslationExceedsThreshold,L'os « {boneName} » dans CurveAnimation se déplace de {distance} studs depuis sa position de départ. La translation maximale autorisée est de {maxDistance} studs. Réduis le mouvement de positionnement de l'os.
Common.UGCValidation.ErrorLabel.CurveAnim_BonesNotAllowed,CurveAnimation contient des dossiers d'os HRD/DRD qui ne sont pas encore pris en charge. Supprime tous les sous-dossiers d'os avant l'importation.
Common.UGCValidation.ErrorLabel.CurveAnim_BoundsExceeded,"Dans une CurveAnimation, les parties du corps ne peuvent pas se trouver à moins de {minHeight} studs ou à plus de {maxDistance} studs de la HumanoidRootPart. Merci de corriger l'animation."
Common.UGCValidation.ErrorLabel.CurveAnim_ChildrenOnMarkerOrRig,les enfants MarkerCurves et AnimationRigData de CurveAnimation ne peuvent pas avoir d'enfants.
Common.UGCValidation.ErrorLabel.CurveAnim_ContainsScripts,"La hiérarchie CurveAnimation contient des Scripts, des LocalScripts ou des ModuleScripts. Supprime-les."
Common.UGCValidation.ErrorLabel.CurveAnim_FetchFailed,Impossible de charger les données CurveAnimation. L'élément d'animation peut être invalide ou inaccessible.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidBodyPartHierarchy,CurveAnimation contient le dossier de partie du corps {folderName} présentant une hiérarchie invalide (il contient des enfants non autorisés ou mal configurés)
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidBoneName,"Le dossier « {boneName} » dans CurveAnimation n'est pas un nom d'os HRD/DRD reconnu. Les sous-dossiers d'animation doivent être soit des parties du corps R15 valides, soit des noms d'os reconnus (par exemple : HeadBase, Spine, Chest, LeftClavicle, RightClavicle, LeftToeBase, RightToeBase ou des os de doigts tels que LeftHandIndex1)."
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidCurveData,CurveAnimation contient des Curves avec un Time ou une Value invalide. Merci de corriger l'animation.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidInstanceTypes,La hiérarchie CurveAnimation ne peut contenir que {allowedTypes} types. Supprime tout autre type d'instance.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidLength,CurveAnimation doit durer entre {minLength} et {maxLength} secondes. Merci de corriger l'animation.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidMarkerData,"CurveAnimation contient des MarkerCurves avec un Time ou une Value invalide, ou la Value est trop longue. Merci de corriger l'animation."
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidNumericalData,CurveAnimation contient des Curves avec des données numériques invalides. Merci de corriger l'animation.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidRigData,Échec de la validation interne du AnimationRigData. Veille à ce que l'AnimationRigData soit configurée correctement.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidRigDataR15Plus,Échec de la validation interne R15+ du AnimationRigData. Veille à ce que l'AnimationRigData soit correctement configuré pour les animations de squelette.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidTags,CurveAnimation ne peut contenir qu'un seul tag d'horodatage. Supprime tous les autres tags.
Common.UGCValidation.ErrorLabel.CurveAnim_JointRotationExceeded,"Dans CurveAnimation, à {time} secondes, l'articulation {bodyPart} a un angle de rotation de {rotation} degrés par rapport à la pose de repos. Le maximum autorisé est de {maxRotation} degrés. Corrige l'animation."
Common.UGCValidation.ErrorLabel.CurveAnim_KeysTooClose,CurveAnimation contient une Curve {curvePath} avec des clés trop rapprochées dans le temps pour une animation d'au maximum {maxFPS} images/s. Merci de corriger l'animation.
Common.UGCValidation.ErrorLabel.CurveAnim_LoopingNotEnabled,La propriété Loop de « CurveAnimation{animationName} » n'est pas activée. Les animations importées sur le Marketplace doivent être jouées en boucle. Activez la propriété Loop.
Common.UGCValidation.ErrorLabel.CurveAnim_MultipleBodyRoots,CurveAnimation contient plusieurs dossiers enfants nommés d'après une partie du corps ou HumanoidRoot. Veille à ce qu'un seul dossier enfant porte le nom d'une partie du corps ou HumanoidRootPart.
Common.UGCValidation.ErrorLabel.CurveAnim_MultipleRigData,CurveAnimation contient plus d'un enfant AnimationRigData. Veille à ce qu'il n'y ait qu'un seul enfant AnimationRigData.
Common.UGCValidation.ErrorLabel.CurveAnim_NegativeKeyTime,CurveAnimation contient une Curve {curvePath} avec une clé dont le Time est négatif. Merci de corriger l'animation.
Common.UGCValidation.ErrorLabel.CurveAnim_NoBodyRoot,CurveAnimation ne contient aucun dossier enfant nommé d'après une partie du corps ou HumanoidRootPart. Veille à ce qu'un seul dossier enfant porte le nom d'une partie du corps ou HumanoidRootPart.
Common.UGCValidation.ErrorLabel.CurveAnim_NoJointManipulation,CurveAnimation ne contient aucune manipulation d'articulation.
Common.UGCValidation.ErrorLabel.CurveAnim_NoRigData,CurveAnimation ne contient aucun enfant AnimationRigData. Veille à ce qu'il n'y ait qu'un seul enfant AnimationRigData.
Common.UGCValidation.ErrorLabel.CurveAnim_NotCurveAnimation,L'animation référencée n'est pas une CurveAnimation. Assurez-vous que l'animation a été importée correctement.
Common.UGCValidation.ErrorLabel.CurveAnim_PartTooFar,"Dans CurveAnimation, à {time} secondes, la partie du corps {bodyPart} se trouve à {distance} studs de la HumanoidRootPart. Les parties du corps ne peuvent pas se trouver à plus de {maxDistance} studs de la HumanoidRootPart. Merci de corriger l'animation."
Common.UGCValidation.ErrorLabel.CurveAnim_PartTooLow,"Dans CurveAnimation, à {time} secondes, la partie du corps {bodyPart} se trouve à une hauteur de {height} studs par rapport à la HumanoidRootPart. Les parties du corps ne peuvent pas se trouver à moins de {minHeight} studs de la HumanoidRootPart. Merci de corriger l'animation."
Common.UGCValidation.ErrorLabel.CurveAnim_PositionSeparation,CurveAnimation contient une séparation positionnelle des parties du corps. Seul le LowerTorso peut changer de position. Toutes les autres parties du corps ne peuvent changer que d'orientation. {bodyPart} se déplace de plus de {maxMovement} studs par rapport à son parent. Merci de corriger l'animation.
Common.UGCValidation.ErrorLabel.CurveAnim_RotationTooFast,"Dans CurveAnimation, à {time} secondes, la partie du corps {bodyPart} se déplace à une vitesse de rotation de {speed} degrés/seconde. La vitesse maximale en degrés/seconde est de {maxSpeed}. Merci de corriger l'animation."
Common.UGCValidation.ErrorLabel.CurveAnim_SpeedTooFast,"Dans CurveAnimation, à {time} secondes, la partie du corps {bodyPart} se déplace à une vitesse de {speed} studs/seconde. La vitesse maximale en studs/seconde est de {maxSpeed}. Merci de corriger l'animation."
Common.UGCValidation.ErrorLabel.CurveAnim_SpeedTooFastLegacy,"Dans CurveAnimation, la partie du corps {bodyPart} se déplace de plus de {maxMovement} studs entre les images. Merci de corriger l'animation."
Common.UGCValidation.ErrorLabel.CurveAnim_TooManyDescendants,CurveAnimation a {count} descendants. Le maximum autorisé est de {maxAllowed}. Réduis le nombre de descendants.
Common.UGCValidation.ErrorLabel.CurveAnim_TooManyKeys,CurveAnimation contient des Curves avec trop de clés. Le maximum par Curve est de {maxAllowed}. Merci de corriger l'animation.
Common.UGCValidation.ErrorLabel.CurveAnim_TooManyMarkerCurves,CurveAnimation contient plus de {maxAllowed} descendants MarkerCurve. Veille à ce qu'il n'en contienne pas plus de {maxAllowed}.
Common.UGCValidation.ErrorLabel.CurveAnim_TooManyMarkers,CurveAnimation contient un MarkerCurve avec {count} marqueurs. Le maximum par MarkerCurve est de {maxAllowed}. Merci de corriger l'animation.
Common.UGCValidation.ErrorLabel.CurveAnim_UnexpectedChild,CurveAnimation contient un enfant inattendu : {childName}
Common.UGCValidation.ErrorLabel.DynamicHeadCageMisaligned,Les têtes dynamiques du Marketplace doivent être correctement placées afin que les sommets des yeux et de la bouche sur la cage soient alignés avec les sommets du maillage. Améliore ta cage et son alignement avec le maillage.
Common.UGCValidation.ErrorLabel.DynamicHeadHappyNotShown,Impossible de détecter le sourire pour la tête dynamique. Ajuste les points de repère de la cage pour que la bouche soit correctement positionnée et puisse sourire.
Common.UGCValidation.ErrorLabel.DynamicHeadLeftEyeNotClose,Impossible de détecter la fermeture de l'œil gauche pour la tête dynamique. Ajuste les points de repère de la cage pour que l'œil gauche soit correctement positionné et puisse se fermer.
Common.UGCValidation.ErrorLabel.DynamicHeadMISSINGCAGE,Les têtes dynamiques disponibles sur la Marketplace n'ont pas de cage de tête. Crées-en une pour cette tête dynamique.
Common.UGCValidation.ErrorLabel.DynamicHeadMouthNotOpen,Impossible de détecter l'ouverture de la bouche pour la tête dynamique. Ajuste les points de repère de la cage pour que la bouche soit correctement positionnée et puisse s'ouvrir.
Common.UGCValidation.ErrorLabel.DynamicHeadNOFACS,"Les têtes dynamiques du Marketplace doivent être animées, mais cette tête ne contient pas de données relatives au système de codage facial."
Common.UGCValidation.ErrorLabel.DynamicHeadRightEyeNotClose,Impossible de détecter la fermeture de l'œil droit pour la tête dynamique. Ajuste les points de repère de la cage pour que l'œil droit soit correctement positionné et puisse se fermer.
Common.UGCValidation.ErrorLabel.DynamicHeadSadNotShown,Impossible de détecter le froncement de sourcils pour la tête dynamique. Ajuste les points de repère de la cage pour que la bouche soit correctement positionnée et puisse froncer.
Common.UGCValidation.ErrorLabel.EmissiveMap_NotAllowed,Ce contenu utilise des cartes émissives qui ne sont disponibles que pour les créateurs du programme des créateurs de confiance. Supprime tout contenu de cartes émissives ou rejoins le programme avant de l'importer.
Common.UGCValidation.ErrorLabel.EmoteAnimation_InvalidMaxPartTranslationAttribute,Il manque une valeur de translation maximale valide à l'animation publiée. Republie l'animation.
Common.UGCValidation.ErrorLabel.EmoteAnimation_InvalidUGCAttribute,Il manque un marqueur d'emote UGC valide à l'animation publiée. Republie l'animation.
Common.UGCValidation.ErrorLabel.EmoteAnimation_MaxPartTranslationCalcFailed,La translation maximale n'a pas pu être calculée à partir des données de l'animation publiée. Republie l'animation.
Common.UGCValidation.ErrorLabel.EmoteAnimation_MaxPartTranslationMismatch,"L'animation publiée spécifie une translation maximale de {taggedTranslation} studs, mais ses données d'animation donnent une valeur de {calculatedTranslation} studs. Republie l'animation."
Common.UGCValidation.ErrorLabel.FaceControlsOverrideFACSNotEmpty,La propriété InternalOverrideFACSData sur FaceControls doit être vide lors de l'importation.
Common.UGCValidation.ErrorLabel.FacsExpandsHead,"Nous avons détecté que le système de codage facial est en train d'agrandir la tête à {modPercent} %, alors la modification de la tête est contraire à la politique de la marketplace relative aux animations faciales."
Common.UGCValidation.ErrorLabel.FacsShrinksHead,"Nous avons détecté que le système de codage facial est en train de réduire la tête à {modPercent} %, alors que la modification de la tête est contraire à la politique de la marketplace relative aux animations faciales."
Common.UGCValidation.ErrorLabel.FailureWithoutReason,La validation a échoué pour une raison inconnue. Réessayez ou signalez un bug si le problème persiste.
Common.UGCValidation.ErrorLabel.FolderStructureMismatch,Le format d'importation ne correspond pas à la structure de dossiers attendue. Réessaie ou signale un bug.
Common.UGCValidation.ErrorLabel.HeadNotDynamic,"Les têtes dynamiques du Marketplace doivent être configurées correctement pour les animations faciales de base, mais notre système n'a détecté aucun changement significatif."
Common.UGCValidation.ErrorLabel.HrdBone_OutOfBounds,L'os {bonePath} est trop éloigné de la partie de maillage {partName}. Merci de le rapprocher des limites de la taille de la partie de maillage.
Common.UGCValidation.ErrorLabel.HrdBone_TooCloseToParent,L'os {bonePath} est trop proche de son parent. Ajuste légèrement sa position.
Common.UGCValidation.ErrorLabel.HrdBone_TransformNotIdentity,"L'os {bonePath} possède une propriété de transformation, mais celle-ci n'est pas encore activée pour les importations sur le Marketplace. Réinitialise-la à l'identité CFrame."
Common.UGCValidation.ErrorLabel.HrdCheck_BoneNotMappedInHRD,"L'os {boneName} est autorisé, mais tu dois le mapper explicitement dans HumanoidRigDescription ou DigitRigDescription."
Common.UGCValidation.ErrorLabel.HrdCheck_BoneWithoutHrd,"Os trouvé à {bonePath}, mais tu dois utiliser HumanoidRigDescription pour utiliser des os."
Common.UGCValidation.ErrorLabel.HrdCheck_DrdInvalidSide,"La DigitsRigDescription à l'intérieur de cette partie, {partName}, devrait correspondre au côté {expectedSide}, mais la valeur de la propriété est {foundSide}."
Common.UGCValidation.ErrorLabel.HrdCheck_DrdWithoutHrd,Vous ne pouvez pas inclure une DigitsRigDescription sans une HumanoidRigDescription
Common.UGCValidation.ErrorLabel.HrdCheck_DuplicateInstance,"L'instance {instName} apparaît plus d'une fois, mais ne peut exister qu'une seule fois au sein d'une hiérarchie d'os."
Common.UGCValidation.ErrorLabel.HrdCheck_ImproperParent,"L'instance {instName} se trouve sous {parentName}, mais d'après tes os existants, elle devrait se trouver sous {expectedParentName}."
Common.UGCValidation.ErrorLabel.HrdCheck_TempR15BonesUploadNotAllowed,HumanoidRigDescription et les os supplémentaires ne sont pas encore activés pour les importations de corps.
Common.UGCValidation.ErrorLabel.HrdCheck_UndefinedInstanceInBoneTree,"L'instance {instName} de la classe {className} se trouve dans une arborescence d'os, mais ne fait pas partie du schéma R15plus défini."
Common.UGCValidation.ErrorLabel.HrdImproperJointMapping,L'articulation facultative {jointName} est incorrectement mappée dans la HRD. Elle doit être mappée à un os nommé {boneName}.
Common.UGCValidation.ErrorLabel.HrdMissingStandardJoint,"L'articulation {jointName} est une articulation R15 standard, mais le point d'attache à la plateforme n'est pas connecté à la HRD. Assure-toi que la HRD sous ton avatar est liée à une AttachmentConstraint plutôt qu'à Motor6d."
Common.UGCValidation.ErrorLabel.HrdProperties_MinAboveMax,"{jointName} a une plage définie dans la HRD, mais un composant de la plage minimale est supérieur à la plage maximale, ce qui n'est pas une plage valide."
Common.UGCValidation.ErrorLabel.HrdProperties_OriginOutsideBounds,HumanoidRigDescription a un originOffset en dehors des limites. OriginOffset ne doit avoir aucune rotation et doit se situer entre {valueMin} et {valueMax}.
Common.UGCValidation.ErrorLabel.HrdProperties_PropertyOutOfRange,{jointName} {propertyName} est défini dans HRD/DRD sur {currentValue}. La plage acceptable va de {valueMin} à {valueMax}.
Common.UGCValidation.ErrorLabel.HrdProperties_UncontainedJoint,"La propriété HRD {jointName} est référencée par l'instance au sein de {foundMeshName}, mais elle ne fait pas partie de la liste contenue. Si tu publies depuis Studio et que tu ne dispose du HRD/DRD qu'au niveau de l'avatar, signale un bug."
Common.UGCValidation.ErrorLabel.HrdTposePosition,L'articulation {jointName} a une position TposeAdjustment en dehors des limites acceptables. Réduis le décalage pour qu'il se situe entre +-({offsetLimit}).
Common.UGCValidation.ErrorLabel.HrdTposeRotation,L'articulation {jointName} a un TposeAdjustment qui s'écarte de plus de {degLimit} degrés de l'orientation recommandée ({expectedOrientation}).
Common.UGCValidation.ErrorLabel.InstanceTagsFound,"Les instances suivantes ont des étiquettes, mais les éléments du Marketplace ne peuvent pas en avoir : {ProblematicDescendantPaths}"
Common.UGCValidation.ErrorLabel.InternalError,"Ton élément n'a pas pu être validé correctement en raison d'une erreur interne. Si ce problème persiste, crée un rapport de bogue. ValidationJobId : {ValidationJobId}"
Common.UGCValidation.ErrorLabel.JointRotAtt_Moved,"{instPath} est une jointRotation déplacée, mais il se peut que les importations du Marketplace n'ajustent pas encore cette instance. Réinitialise la position à {expectedPosition}."
Common.UGCValidation.ErrorLabel.JointRotAtt_MultipleAttachments,L'instance {parentPath} ne peut pas avoir plus d'un enfant JointRotation.
Common.UGCValidation.ErrorLabel.JointRotAtt_Rotated,"{instPath} est une jointRotation pivotée, mais il se peut que les importations du Marketplace n'ajustent pas encore cette instance. Réinitialise l'orientation à {expectedOrientation}."
Common.UGCValidation.ErrorLabel.JointRotAtt_UnrecognizedParent,"L'instance {parentPath} possède un enfant JointRotation, mais celui-ci ne fait pas partie du schéma R15plus autorisé."
Common.UGCValidation.ErrorLabel.JointRotAtt_WrongInstanceClass,L'instance {instPath} est appelée JointRotation. Celle-ci est réservée aux enfants d'un point d'attache.
Common.UGCValidation.ErrorLabel.LCDeformTooLarge,Tes vêtements superposés se déforment au-delà de la taille acceptable de {maxSize} lorsqu'ils sont placés sur un avatar.
Common.UGCValidation.ErrorLabel.LeaderVertsNearCageIslands,Les sommets des cils liés associés à RBX_Leader sont trop éloignés des repères oculaires de la cage interne. Assure-toi qu'ils soient positionnés plus près de l'œil dans la cage interne.
Common.UGCValidation.ErrorLabel.MeasureCageMeshDistanceAvatar_CageInsideMesh,La cage de corps présente une intersection avec le maillage de corps. {negtiveSDFPercent} % de ses sommets se trouvent à l'intérieur du maillage.
Common.UGCValidation.ErrorLabel.MeasureCageMeshDistanceAvatar_CageTooFar,"La cage de corps est trop éloignée du maillage de corps. La distance maximale autorisée est {max_sdf}, ce qui dépasse le seuil limite ({max_sdf_threshold})."
Common.UGCValidation.ErrorLabel.MeasureCageMeshDistanceHead_CageInsideMesh,La cage de tête présente une intersection avec le maillage de tête. {negtiveSDFPercent} % de ses sommets se trouvent à l'intérieur du maillage.
Common.UGCValidation.ErrorLabel.MeasureCageMeshDistanceHead_CageTooFar,"La cage de tête est trop éloignée du maillage de tête. La distance maximale autorisée est {max_sdf}, ce qui dépasse le seuil limite ({max_sdf_threshold})."
Common.UGCValidation.ErrorLabel.MeasureCageMeshDistance_CageInsideMesh,La cage extérieure présente une intersection avec le maillage de rendu. {negtiveSDFPercent} % de ses sommets se trouvent à l'intérieur du maillage.
Common.UGCValidation.ErrorLabel.MeasureCageMeshDistance_CageTooFar,"La cage extérieure est trop éloignée du maillage de rendu. La distance maximale autorisée est {max_sdf}, ce qui dépasse le seuil limite ({max_sdf_threshold})."
Common.UGCValidation.ErrorLabel.MeasureCageRelevancy,{outer_cage_face_irrelevant_percent} % des sommets de la cage extérieure modifiés ne couvrent pas l'accessoire. Assure-toi de la déplacer uniquement là où cela est nécessaire.
Common.UGCValidation.ErrorLabel.MeasureCageUV,"Dans la cage {cage_name}, {incorrect_uv_count} valeurs UV sont incorrectes ou n'appartiennent pas au modèle. Apporte les corrections nécessaires."
Common.UGCValidation.ErrorLabel.MeasureMeshOutsideOuterCage,{mesh_outside_outer_cage_percent} % des sommets du maillage de l'accessoire se trouvent en dehors de sa cage extérieure. Procède à des ajustements pour qu'une plus grande partie de l'accessoire soit placée entre les cages.
Common.UGCValidation.ErrorLabel.MeshPartBounds_TooLarge,La taille de l'axe {axis} du maillage {partName} (« {currentSize} » studs) est supérieure à la taille maximale autorisée pour une pièce individuelle (« {maxSize} » studs). Réduis le maillage.
Common.UGCValidation.ErrorLabel.MeshPartBounds_TooSmall,La taille de l'axe {axis} du maillage {partName} (« {currentSize} » studs) est inférieure à la taille minimale (« {minSize} ») autorisée pour une pièce individuelle. Agrandis le maillage.
Common.UGCValidation.ErrorLabel.MissingRequiredAttachment,Le point d'attache {attName} doit absolument exister une fois parmi les descendants de {partName}.
Common.UGCValidation.ErrorLabel.NoAttributes,« {RootInstanceName} » ou ses descendants contiennent des attributs. Tu dois supprimer les attributs des éléments suivants : {InstanceNameList}
