Key,Value
Authentication.AccountRecovery.Description.DeviceDoesNotSupportPasskey,保護強化プログラムに登録されています。アカウントを安全に保つため、ログインするにはパスキーまたはセキュリティキーが必要になります。このデバイスはパスキーをサポートしていないため、ログインが難しい場合があります。今後は、クイックサインインを使用することで、別のログイン済みのデバイスにログインできます。
Authentication.AccountRecovery.Description.EmailCodeSent,このメールアドレスのRobloxアカウントが存在する場合、認証コードが送信されます。スパムを含むすべてのフォルダを確認してください。
Authentication.AccountRecovery.Description.EmailCodeSentForUser,お持ちのアカウントに関連付けられている場合、ご入力いただいたメールアドレスに6桁の認証コードを送信しました。迷惑メールを含むフォルダをすべて確認してください。
Authentication.AccountRecovery.Description.EmailUnavailableInfo,年齢の変更によりメールアドレスが変更されたため、一部が利用できなくなる場合があります。ただし、アカウント復元には引き続き使用できます。
Authentication.AccountRecovery.Description.EnhancedProtectionAddPasskey,保護強化プログラムに登録されています。アカウントを安全に保つため、ログインするにはパスキーまたはセキュリティキーが必要になります。{lineBreak}{lineBreak}個人用デバイスをご利用の場合は、今すぐ新しいパスキーを設定することをおすすめします。これにより、今後このデバイスで簡単にログインできるようになります。共有または公共のデバイスをご利用の場合は、この手順をスキップしてください。
Authentication.AccountRecovery.Description.EnterABackupCode,次に、保存したバックアップコードを入力してください。
Authentication.AccountRecovery.Description.EnterContactMethodAssociatedWithYourAccount,アカウントに関連付けられている可能性のあるメールアドレスまたは電話番号を入力してください。過去に購入したことがある場合は、支払いに使用したメールアドレスをお試しください。
Authentication.AccountRecovery.Description.EnterEmailAddress,今度は、メールアドレスを入力してください。Robloxで何かを購入する際に使うメールアドレスなどです。
Authentication.AccountRecovery.Description.EnterPhoneBackupCodeOrAnotherEmail,今度は、電話番号、バックアップコード、または他のメールアドレスを入力してください。Robloxで何かを買う際に使うメールアドレスなどです
Authentication.AccountRecovery.Description.EnterPhoneNumberSecondMethod,次に、アカウントに関連付けられている電話番号を入力してください。
Authentication.AccountRecovery.Description.EnterPhoneOrAnotherEmail,今度は、電話番号または別のメールアドレスを入力してください。Robloxで何かを購入する際に使うメールアドレスなどです。
Authentication.AccountRecovery.Description.InvalidateCredentialInfo,第三者によるものと思われるセキュリティ設定の変更が見つかりました。心当たりのない場合は削除してください
Authentication.AccountRecovery.Description.InvalidateCredentialsIntro,第三者によるものと思われるセキュリティ設定の変更が見つかりました。心当たりのないものは削除してください。
Authentication.AccountRecovery.Description.InvalidateCredentialsWarning,心当たりのない変更を残しておくと、アカウントにリスクが生じる可能性があります。変更内容を削除した場合、元に戻せません。
Authentication.AccountRecovery.Description.KeepTwoStepMethodDynamic,アカウントで{twoStepMethod}を有効にしました。まだアクセス可能な場合は維持してください。次回再びログインする際に使用するよう求められます。
Authentication.AccountRecovery.Description.NoChangesMade,保護機能をもう一つ追加して、アカウントを安全に保ちましょう。
Authentication.AccountRecovery.Description.PhoneCodeSent,この電話番号のRobloxアカウントが存在する場合、認証コードが送信されます。SMSまたはWhatsAppを確認してください。
Authentication.AccountRecovery.Description.PhoneCodeSentForUser,アカウントに関連付けられている場合、ご入力いただいた電話番号に6桁の認証コードを送信しました。コードは、WhatsAppまたはショートメッセージ（SMS）を介して送信できます。
Authentication.AccountRecovery.Description.PlatformNotSupported,このプラットフォームまたはデバイスは、アカウントの復元には対応していません。[OK] を選択してこのウィンドウを閉じ、[ログイン] ページに戻ってください。まずは別のデバイスでアカウントを復元させてください。次に、[クイックサインイン] を選択し、指示に従って、別のログイン済みデバイスを使って安全にログインしてください。
Authentication.AccountRecovery.Description.SaveTwoStepMethod,まだアクセス可能な場合は維持してください。次回再びログインする際に使用するよう求められます。
Authentication.AccountRecovery.Description.SendCodeContactMethodConfirmation,Robloxアカウントに関連付けられている場合は、ご提供いただいたお問い合わせ方法で6桁の認証コードをお送りします。
Authentication.AccountRecovery.Description.SomethingWentWrongVerifyAgain,問題が発生しました。「続ける」を押してもう一度お試しください。
Authentication.AccountRecovery.Description.TrustedLocationResetPassword,こんにちは、 {username} さん。信頼できる場所からアカウントにアクセスしています。今すぐパスワードをリセットして、Robloxアカウントへのアクセスを取り戻しましょう。
Authentication.AccountRecovery.Description.TrustedLocationResetPasswordSkip2SV,こんにちは、{username}さん。現在あなたは信頼できる場所からアカウントにアクセスされているため、今すぐ2段階認証をスキップし、パスワードをリセットして、復元を完了していただけます
Authentication.AccountRecovery.Description.TrustedLocationSkip2SV,こんにちは、{username}さん。現在あなたは信頼できる場所からアカウントにアクセスされているため、2段階認証をスキップし、復元を完了していただけます。
Authentication.AccountRecovery.Description.UpdateEmailConfirmation,アカウント回復に別のメールアドレスが使用されました。メールアドレスを {email} 更新します。
Authentication.AccountRecovery.Description.VerifyAgain,2段階認証の復元でアカウントを有効化する前に、ご本人であることを確認してください。[続行]を押して、2段階認証プロセスを再度開始します。
Authentication.AccountRecovery.Heading.AccountSecuredConfirmation,あなたのアカウントは保護されました
Authentication.AccountRecovery.Heading.BackupCodesGenerated,バックアップコードが生成されました
Authentication.AccountRecovery.Heading.BillingEmailAdded,請求先メールアドレスが追加されました
Authentication.AccountRecovery.Heading.CannotRecoverAccount,アカウントを回復できません
Authentication.AccountRecovery.Heading.ChooseVerificationMethod,認証方法を選択
Authentication.AccountRecovery.Heading.EmailAdded,メールアドレスが追加されました
Authentication.AccountRecovery.Heading.EnhancedProtectionPostRecoveryPasskey,これはあなたの個人用デバイスですか？
Authentication.AccountRecovery.Heading.EnhancedProtectionProgramPostRecoveryNoPasskey,このデバイスはパスキーに対応していないため、動作が制限される場合があります
Authentication.AccountRecovery.Heading.EnrolledInEnhancedProtection,強化保護プログラムに登録されました
Authentication.AccountRecovery.Heading.EnterSecondMethod,二番目の認証方法を入力
Authentication.AccountRecovery.Heading.InvalidateCredential,アカウントへの変更
Authentication.AccountRecovery.Heading.InvalidateCredentials,
Authentication.AccountRecovery.Heading.NoChangesMade,変更は行われていません
Authentication.AccountRecovery.Heading.PasskeyAdded,パスキーが追加されました
Authentication.AccountRecovery.Heading.PhoneNumberAdded,電話番号が追加されました
Authentication.AccountRecovery.Heading.ResetPassword,
Authentication.AccountRecovery.Heading.RobloxAccountRecovery,Robloxアカウントの回復
Authentication.AccountRecovery.Heading.SaveTwoStepMethod,既存の2段階認証方法を維持しますか？
Authentication.AccountRecovery.Heading.TwoStepMethodAdded,{value}が追加されました
Authentication.AccountRecovery.Heading.UpdateEmail,メールアドレスを更新
Authentication.AccountRecovery.Heading.UseAnotherDevice,別のデバイスを使用
Authentication.AccountRecovery.Label.AddEmail,メールアドレスを追加
Authentication.AccountRecovery.Label.Authenticator2sv,認証システムアプリによる2段階認証
Authentication.AccountRecovery.Label.Authenticator2svCapitalized,認証システムによる2段階認証
Authentication.AccountRecovery.Label.BackupCode,バックアップコード
Authentication.AccountRecovery.Label.ConfirmNewPasswordV2,新しいパスワードを確認
Authentication.AccountRecovery.Label.Email2sv,メールアドレスによる2段階認証
Authentication.AccountRecovery.Label.Email2svCapitalized,
Authentication.AccountRecovery.Label.EmailUnavailable,メールアドレスは利用できません
Authentication.AccountRecovery.Label.EnterCode,コードを入力
Authentication.AccountRecovery.Label.NewPasswordV2,新しいパスワード
Authentication.AccountRecovery.Label.Or,または
Authentication.AccountRecovery.Label.PreviousContactMethodVerification,{contactMethod}確認済み
Authentication.AccountRecovery.Label.ResendCode,コードを再送信
Authentication.AccountRecovery.Label.ResendCodeTimer,あと {timeLeft} 秒後にコードを再送信
Authentication.AccountRecovery.Label.SecurityKey2sv,セキュリティキーによる2段階認証
Authentication.AccountRecovery.Label.SecurityKey2svCapitalized,
Authentication.AccountRecovery.Label.UsernameEmail,ユーザーネーム/メールアドレス
Authentication.AccountRecovery.LabelEmail,メールアドレス
Authentication.AccountRecovery.LabelPhone,電話番号
Authentication.AccountRecovery.LabelTwoStepVerification,2段階認証
Authentication.AccountRecovery.Message.Error.AccountNotFound,アカウントが見つかりません。
Authentication.AccountRecovery.Message.Error.InvalidCode,コードが無効です。
Authentication.AccountRecovery.Message.Error.InvalidEmail,メールアドレスが無効です。
Authentication.AccountRecovery.Message.Error.InvalidPassword,パスワードが無効です。
Authentication.AccountRecovery.Message.Error.TooManyRequests,リクエストが多すぎます。また後でお試しください。
Authentication.AccountRecovery.Message.Error.TryADifferentOne,別のものをお試しください。
Authentication.AccountRecovery.MessagePasswordsDoNotMatch,パスワードが一致しません。
Authentication.AccountRecovery.MessageUnknownError,不明なエラーが発生しました
Authentication.AccountSwitch.Action.AddAccount,アカウントを追加
Authentication.AccountSwitch.Action.AddAnAccount,
Authentication.AccountSwitch.Action.Continue,
Authentication.AccountSwitch.Action.CreateNewAccount,新規アカウントを作成
Authentication.AccountSwitch.Action.LogoutAllAccounts,すべてのアカウントからログアウト
Authentication.AccountSwitch.Action.RemoveAllAccounts,すべてのアカウントを削除しますか？
Authentication.AccountSwitch.Action.SignInToExistingAccount,既存のアカウントにログイン
Authentication.AccountSwitch.Action.SwitchAccount,アカウントを切り替える
Authentication.AccountSwitch.Description.AccountLimit.2,アカウント数の上限に達しました。新しいアカウントを追加するには、まずアカウントを削除してください。
Authentication.AccountSwitch.Description.ContinueSignOutOthers,{username}として続行すると、他のアカウントからログアウトされます。
Authentication.AccountSwitch.Description.LogoutConfirmation,新しいアカウントを追加する前に、このデバイスで他のRobloxアカウントからログアウトする必要があります
Authentication.AccountSwitch.Description.PleaseTryAgainLater,後でもう一度お試しください
Authentication.AccountSwitch.Description.RemoveAllAccounts,ログアウトすると、すべてのアカウントがこのデバイスから削除されます。
Authentication.AccountSwitch.Description.RemoveCurrentAccount,削除すると、もう一度ログインしない限り、このアカウントはこのデバイス上で表示されなくなり、ランディングページに戻ります。
Authentication.AccountSwitch.Description.TryLoggingInDirectly.2,直接、ログインしてみてください
Authentication.AccountSwitch.Header.CantSwitchAccountsSentenceCase,アカウントを切り替えることができません
Authentication.AccountSwitch.Header.LogoutAllAccounts,
Authentication.AccountSwitch.Header.RemoveCurrentAccount,現在のアカウントを削除しますか？
Authentication.AccountSwitch.Header.SignOutOtherAccounts,他のアカウントからログアウトしますか？
Authentication.AccountSwitch.Header.SwitchAccountSentenceCase,
Authentication.AccountSwitch.Heading.SwitchAccount,
Authentication.AccountSwitch.Label.AccountLimitReached.2,アカウントを追加するには、まずログアウトしてください。
Authentication.CrossDevice.Action.CancelLogin,
Authentication.CrossDevice.Action.ConfirmLogin,ログインを認証
Authentication.CrossDevice.Action.Done,完了
Authentication.CrossDevice.Action.Enter,入力
Authentication.CrossDevice.Action.GoBack,戻る
Authentication.CrossDevice.Action.Next,
Authentication.CrossDevice.Action.TryAgain,
Authentication.CrossDevice.Description.ConfirmOnSignedInDevice,続けるには、ログイン済みのデバイスで確認してください。
Authentication.CrossDevice.Description.QuickSignInInstructionsModal,ログイン済みのデバイスでQRコードをスキャンするか、<b>[その他] > [クイックサインイン]</b>に移動して、以下のコードを入力してください。
Authentication.CrossDevice.Description.SigningInAs,{identifier}としてログイン中
Authentication.CrossDevice.EnterCodeInstruction,このコードを入力
Authentication.CrossDevice.GoToInstruction,パソコンまたはスマホで次に移動:
Authentication.CrossDevice.Heading.LoginAnotherDevice,他のデバイスにログイン
Authentication.CrossDevice.Heading.LoginCode,コード使用でクイックログイン
Authentication.CrossDevice.Heading.LoginWarning,ログインするには以下を確認：
Authentication.CrossDevice.Heading.QuickLogin,クイックログイン
Authentication.CrossDevice.Heading.SignInWithQrCode,QRコードでログイン
Authentication.CrossDevice.Heading.SigninAnotherDevice,別のデバイスでログインする
Authentication.CrossDevice.Heading.WaitingForConfirmation,確認待ち
Authentication.CrossDevice.Heading.Warning,警告！
Authentication.CrossDevice.Label.CodeHeader,オプション2
Authentication.CrossDevice.Label.CodeNotVerified,コードでのクイックログインは認証できませんでした。
Authentication.CrossDevice.Label.Confirm,確定
Authentication.CrossDevice.Label.ConfirmAndLoginAs,他のデバイスで %s としてログインしているか確認しています
Authentication.CrossDevice.Label.ConfirmOnDevice,他のデバイス上でログインを確認
Authentication.CrossDevice.Label.ConfirmationMessage1,以下にログインしようとしています: %s
