Key,Value
Feature.Accessibility.AppTheme.InfernoBlast,Inferno Blast
Feature.Accessibility.AppTheme.KineticEnergy,Kinetic Energy
Feature.Accessibility.AppTheme.LavaGlow,Lava Glow
Feature.Accessibility.AppTheme.NebulaDrift,Nebula Drift
Feature.Accessibility.AppTheme.NitroFrost,Nitro Frost
Feature.Accessibility.AppTheme.PixelPop,Pixel Pop
Feature.Accessibility.AppTheme.PolarFreeze,Polar Freeze
Feature.Accessibility.AppTheme.QuantumPulse,Quantum Pulse
Feature.Accessibility.AppTheme.StarBurst,Star Burst
Feature.Accessibility.AppTheme.SuperCharge,Super Charge
Feature.Accessibility.Description.AppThemeMode,Select an app mode. Your other devices will not be affected.
Feature.Accessibility.Description.DeviceAppTheme,Select an app theme. This will be reflected on all device types.
Feature.Accessibility.Description.DeviceAppThemeExclusive,Explore Plus exclusive themes to customize your experience. Try them now and subscribe to save your selection.
Feature.Accessibility.Description.DeviceAppThemeUpsell,
Feature.Accessibility.Description.DeviceLevelTheme,Choose a theme for this device. (Note: This won't change how Roblox looks on your other devices.)
Feature.Accessibility.Description.Haptics,Control the overall vibration of the Roblox app
Feature.Accessibility.Description.LaunchAtStartup,Launch Roblox automatically when I start my computer
Feature.Accessibility.Description.LaunchDestination,Choose where the app opens when you start Roblox
Feature.Accessibility.Description.Main,"These settings only apply to this device. You can also adjust graphics, movement and accessibility from the Settings menu in an experience."
Feature.Accessibility.Description.MinimizeToTray,Closing the window sends Roblox to the system tray instead of fully exiting
Feature.Accessibility.Description.PreferredTextSize,Adjust text size across Roblox according to your preferences
Feature.Accessibility.Description.PreferredTransparency,Improve contrast by adjusting transparency on some backgrounds
Feature.Accessibility.Description.ReducedMotion,Stop or reduce motion effects
Feature.Accessibility.Description.SkyStyle,Choose a sky style for the home environment
Feature.Accessibility.Description.UiNavigationKeyBind,Use the {uiNavigationKey} key to enter and exit UI navigation mode
Feature.Accessibility.Description.VREnvironmentSetting,Choose an environment for the home screen
Feature.Accessibility.DeviceLevelTheme.Dark,Dark
Feature.Accessibility.DeviceLevelTheme.Light,Light
Feature.Accessibility.DeviceLevelTheme.System,
Feature.Accessibility.Header.Haptics,Haptics
Feature.Accessibility.Header.ShowInMenuBar,Show in menu bar
Feature.Accessibility.Heading.AppThemeMode,Mode
Feature.Accessibility.Heading.DeviceAppTheme,App theme
Feature.Accessibility.Heading.DeviceLevelTheme,Device level theme
Feature.Accessibility.Heading.DevicePreferences,Device Preferences
Feature.Accessibility.Heading.DevicePreferencesV2,
Feature.Accessibility.Heading.ExclusiveThemes,Exclusive themes
Feature.Accessibility.Heading.LaunchAtLogin,Launch at login
Feature.Accessibility.Heading.LaunchAtStartup,Launch at startup
Feature.Accessibility.Heading.LaunchDestination,Launch destination
Feature.Accessibility.Heading.MinimizeToTray,Minimize to tray when close
Feature.Accessibility.Heading.PreferredTextSize,Text size
Feature.Accessibility.Heading.PreferredTransparency,Background transparency
Feature.Accessibility.Heading.ReducedMotion,Reduce motion
Feature.Accessibility.Heading.SkyStyle,Sky style
Feature.Accessibility.Heading.UiNavigationKeyBind,UI navigation toggle
Feature.Accessibility.Heading.VREnvironmentSetting,VR Environment
Feature.Accessibility.Label.AppThemeBadgeNew,New
Feature.Accessibility.Label.AppThemeUnlockBanner,Unlock app themes with Plus
Feature.Accessibility.LaunchDestination.Home,
Feature.Accessibility.LaunchDestination.MostRecentGame,Most recent game
Feature.Accessibility.PreferredTextSize.Default,
Feature.Accessibility.PreferredTextSize.Largest,Largest
Feature.Accessibility.PreferredTransparency.Opaque,Opaque
Feature.Accessibility.PreferredTransparency.Transparent,Transparent
Feature.Accessibility.SkyStyle.Day,
Feature.Accessibility.SkyStyle.Night,Night
Feature.Accessibility.VREnvironmentSetting.Dark,
Feature.Accessibility.VREnvironmentSetting.Light,
Feature.Accessibility.VREnvironmentSetting.System,
Feature.AccountLock.Action.Continue,
Feature.AccountLock.Action.Ok,
Feature.AccountLock.Action.Signout,Sign out
Feature.AccountLock.Content.AccountMismatchDialog,
Feature.AccountLock.Content.ErrorDialog,We weren't able to unlock your account. Click {continue} to try again.
Feature.AccountLock.Content.LockedDialog,We've detected suspicious activity on this account. You can unlock your account by confirming that you're a human.
Feature.AccountLock.Content.RateLimitDialog,You've reached the limit of unlock attempts allowed. You can try again once the limit resets.
Feature.AccountLock.Title.AccountLocked,Account locked
Feature.AccountLock.Title.RateLimit,Try again in {hh}:{mm} hours
Feature.AccountLock.Title.TryAgain,Try unlocking again
Feature.AccountLock.Title.WrongAccount,
Feature.AccountReactivation.Content.AccountDeactivatedMessage,Your account is currently deactivated.
Feature.AccountReactivation.Heading.AccountDeactivated,Account Deactivated
Feature.AccountReactivation.Label.DefaultError,An error occurred. Please try again later.
Feature.AccountReactivation.Label.Reactivate,Reactivate
Feature.AccountSecurityPrompt.Action.AbortDismissForeverAddEmail,Add Email
Feature.AccountSecurityPrompt.Action.AuthenticatorUpsellNextButtonMessage,
Feature.AccountSecurityPrompt.Action.ContinueChangePassword,
Feature.AccountSecurityPrompt.Action.DismissForever,Don't Show This For 30 Days
Feature.AccountSecurityPrompt.Action.DismissTemporary,Dismiss For Now
Feature.AccountSecurityPrompt.Action.SecureAccount,Secure My Account
Feature.AccountSecurityPrompt.Action.SetUpAuthenticatorAccountRestoresPolicyUpsell,Set Up Authenticator
Feature.AccountSecurityPrompt.Action.SetUpEmail2SV,Set Up
Feature.AccountSecurityPrompt.Action.SubmitChangePassword,
Feature.AccountSecurityPrompt.Action.UnlockAccountPin,Unlock Account
Feature.AccountSecurityPrompt.Description.AccountRestoresPolicyUpdateV3Short,"If your account is compromised, it is unlikely that Roblox will be able to restore your account."
Feature.AccountSecurityPrompt.Description.AccountRestoresPolicyUpsellMessageBody,"Please enable 2-Step Verification via Authenticator to help to protect your account. You can do this by going to {linkStartSettings}Account Settings{linkEndSettings}. If your account is compromised, it is unlikely that Roblox will be able to restore your account or recover its value, including lost items and virtual currency."
Feature.AccountSecurityPrompt.Description.AccountRestoresPolicyWithDate,"Starting {date}, you must enable 2-Step Verification via Authenticator to be eligible for account restores if your account is hacked."
Feature.AccountSecurityPrompt.Description.AreYouSureDismissForeverChangePassword,"Someone might be using your account without your permission. To keep your account safe, please change your password."
Feature.AccountSecurityPrompt.Description.AuthenticatorSetupPromptClickHere,Your security is important to us: {styleTagStart}Click here{styleTagEnd} to set up Authenticator.
Feature.AccountSecurityPrompt.Description.AuthenticatorSetupPromptNewShort,"We recommend that you enable 2-Step Verification via an authenticator app to keep your account safe. If your account is compromised, Customer Support will evaluate the security measures you put in place as we try to help you recover any lost value. Learn more on our {linkStart}help page{linkEnd}."
Feature.AccountSecurityPrompt.Description.ChangeYourPassword,"To keep your account safe, please change your password."
Feature.AccountSecurityPrompt.Description.ChangeYourPasswordClickHereStyled,"To keep your account safe, please {styleTagStart}click here{styleTagEnd} to change your password."
Feature.AccountSecurityPrompt.Description.ChangeYourPasswordSuccess,You have successfully changed your password.
Feature.AccountSecurityPrompt.Description.Email2SVUpsellMessageBody,Protect your account and valuables with security codes sent to your email. Enable Email 2-Step Verification today!
Feature.AccountSecurityPrompt.Description.EnterYourAccountPin,Please enter the PIN for this account to change your password.
Feature.AccountSecurityPrompt.Description.NoChangeForceReset,"If you don't change it, your password will be automatically reset in {boldStart}{days} days{boldEnd}."
Feature.AccountSecurityPrompt.Description.NoChangeForceResetSingular,"If you don't change it, your password will be automatically reset in {boldStart}1 day{boldEnd}."
Feature.AccountSecurityPrompt.Description.UnusualActivity,We have detected some unusual activity on your account.
Feature.AccountSecurityPrompt.Header.AccountPinExpired,Account PIN Expired
Feature.AccountSecurityPrompt.Header.AccountPinRequired,Enter Your Account PIN
Feature.AccountSecurityPrompt.Header.AccountRestoresPolicyUpdate,Account Restores Policy Update
Feature.AccountSecurityPrompt.Header.AccountRestoresPolicyUpdateV3,Make Sure 2-Step Verification via Authenticator is Enabled
Feature.AccountSecurityPrompt.Header.AccountRestoresPolicyUpsell,Protect Your Account!
Feature.AccountSecurityPrompt.Header.AreYouSure,Are You Sure
Feature.AccountSecurityPrompt.Header.AuthenticatorUpsellDownloadAuthenticator,Download Authenticator App
Feature.AccountSecurityPrompt.Header.AuthenticatorUpsellWelcomeMessage,Keep Your Account Super Safe!
Feature.AccountSecurityPrompt.Header.ChangeYourPassword,Change Your Password
Feature.AccountSecurityPrompt.Header.CreateAStrongPassword,Create A Strong Password
Feature.AccountSecurityPrompt.Header.Email2SVUpsell,Boost Your Account Security!
Feature.AccountSecurityPrompt.Header.KeepYourAccountSafeShort,Keep Your Account Safe With Authenticator
Feature.AccountSecurityPrompt.Header.Success,Success
Feature.AccountSecurityPrompt.Header.UnusualActivityDetected,Unusual Activity Detected!
Feature.AccountSecurityPrompt.Header.YourPasswordMightBeStolen,Your Password Might Be Stolen!
Feature.AccountSecurityPrompt.Label.AccountPin,Account PIN
Feature.AccountSecurityPrompt.Label.AuthenticatorUpsellBadActorHeadline,Keep Bad Actors Out
Feature.AccountSecurityPrompt.Label.AuthenticatorUpsellBadActorMessage,"Even if your password or email is stolen, it won’t be enough to log into your account."
Feature.AccountSecurityPrompt.Label.AuthenticatorUpsellDownloadInstruction,Download an Authenticator app on your device. We suggest the following apps.
Feature.AccountSecurityPrompt.Label.AuthenticatorUpsellGoogleOption,Google Authenticator
Feature.AccountSecurityPrompt.Label.AuthenticatorUpsellMicrosoftOption,Microsoft Authenticator
Feature.AccountSecurityPrompt.Label.AuthenticatorUpsellProtectRobuxHeadline,"Protect Your Experiences, Robux and More"
Feature.AccountSecurityPrompt.Label.AuthenticatorUpsellProtectRobuxMessage,"Extra security so that you never lose access to your experiences, robux, limiteds and more."
Feature.AccountSecurityPrompt.Label.AuthenticatorUpsellSetupAuthenticatorButtonMessage,
Feature.AccountSecurityPrompt.Label.AuthenticatorUpsellTwilioOption,Twilio's Authy
Feature.AccountSecurityPrompt.Label.AuthenticatorUpsellTwoFactorHeadline,2 Factors Are Better Than 1
Feature.AccountSecurityPrompt.Label.AuthenticatorUpsellTwoFactorMessage,"Enter password and unique codes from another device for logins, big purchases and more."
Feature.AccountSecurityPrompt.Label.ConfirmNewPassword,Confirm New Password
Feature.AccountSecurityPrompt.Label.CurrentPassword,Current Password
Feature.AccountSecurityPrompt.Label.IForgotMyPassword,I forgot my password
Feature.AccountSecurityPrompt.Label.NewPassword,New Password
Feature.AccountSecurityPrompt.Label.TimeRemaining,Time Remaining
Feature.AccountSecurityPrompt.Label.UseAUniquePassword,Use a password that isn't in use in other apps
Feature.AccountSecurityPrompt.Message.Error.Input.PasswordsDoNotMatch,New password does not match confirmation.
Feature.AccountSecurityPrompt.Message.Error.Password.Default,An unknown error occured.
Feature.AccountSecurityPrompt.Message.Error.Password.Flooded,
Feature.AccountSecurityPrompt.Message.Error.Password.InvalidCurrentPassword,Current password is incorrect.
Feature.AccountSecurityPrompt.Message.Error.Password.InvalidPassword,New password did not meet security requirements.
Feature.AccountSecurityPrompt.Message.Error.Password.PinLocked,Your account is locked with a PIN.
Feature.AccountSecurityPrompt.Message.Error.PasswordValidation.DumbStrings,
Feature.AccountSecurityPrompt.Message.Error.PasswordValidation.ForbiddenPassword,This password is not allowed. Please choose a different password.
Feature.AccountSecurityPrompt.Message.Error.PasswordValidation.PasswordSameAsUsername,Password must not be your username.
Feature.AccountSecurityPrompt.Message.Error.PasswordValidation.ShortPassword,Password must be at least 8 characters long.
Feature.AccountSecurityPrompt.Message.Error.PasswordValidation.WeakPassword,"Password must be at least 8 characters long and include at least 2 digits, 4 letters, and 1 symbol."
Feature.AccountSecurityPrompt.Message.Error.Pin.AccountLocked,Your account is locked.
Feature.AccountSecurityPrompt.Message.Error.Pin.Default,
Feature.AccountSecurityPrompt.Message.Error.Pin.Flooded,
Feature.AccountSecurityPrompt.Message.Error.Pin.IncorrectPin,Incorrect PIN.
Feature.AccountSecurityPrompt.Message.Error.Pin.NoAccountPin,No PIN exists on your account.
Feature.AccountSecurityPrompt.Message.Error.PromptAssignments.Default,
Feature.AccountSettings.Action.Verify,Verify
Feature.AccountSettings.Description.AddPhoneNumber,"Add a phone number to help you sign in, connect with friends, and more."
Feature.AccountSettings.Description.NotShownPublicly,Your phone number will never be displayed publicly.
Feature.AccountSettings.Example.Facebook,e.g. www.facebook.com/Roblox
Feature.AccountSettings.Example.Guilded,e.g. guilded.gg/roblox
Feature.AccountSettings.Example.Twitch,e.g. www.twitch.tv/roblox/profile
Feature.AccountSettings.Example.Twitter,e.g. @Roblox
Feature.AccountSettings.Example.YouTube,e.g. www.youtube.com/user/roblox
Feature.AccountSettings.Heading.Communication,Communication
Feature.AccountSettings.Heading.SocialNetworks,Social Networks
Feature.AccountSettings.Heading.Tab.AccountInfo,Account Info
Feature.AccountSettings.Heading.Tab.AccountInfoV2,Account info
Feature.AccountSettings.Heading.Tab.AppPermissions,App Permissions
Feature.AccountSettings.Heading.Tab.Billing,Payment Methods
Feature.AccountSettings.Heading.Tab.BillingV2,Payment methods
Feature.AccountSettings.Heading.Tab.Notifications,Notifications
Feature.AccountSettings.Heading.Tab.ParentalControls,Parental Controls
Feature.AccountSettings.Heading.Tab.ParentalControlsV2,Parental controls
Feature.AccountSettings.Heading.Tab.Privacy,
Feature.AccountSettings.Heading.Tab.PrivacyContentRestrictions,Privacy & content restrictions
Feature.AccountSettings.Heading.Tab.Robux,Robux
Feature.AccountSettings.Heading.Tab.Security,Security
Feature.AccountSettings.Heading.Tab.Spending,Spending
Feature.AccountSettings.Heading.Tab.Subscriptions,
Feature.AccountSettings.Label.Discord,Discord
Feature.AccountSettings.Label.DropDown.Everyone,Everyone
Feature.AccountSettings.Label.DropDown.FollowersV3,"Friends, following, followers"
Feature.AccountSettings.Label.DropDown.FollowingV2,Friends and users I follow
Feature.AccountSettings.Label.DropDown.Friends,
Feature.AccountSettings.Label.DropDown.NoOne,No one
Feature.AccountSettings.Label.Facebook,Facebook
Feature.AccountSettings.Label.Guilded,Guilded
Feature.AccountSettings.Label.SocialLinksVisibility,Visible to
Feature.AccountSettings.Label.TencentReputation,Tencent Game Credit
Feature.AccountSettings.Label.Twitch,Twitch
Feature.AccountSettings.Label.X,X
Feature.AccountSettings.Label.YouTube,YouTube
Feature.AccountSettings.Message.Error.InvalidFacebookUrl,The Facebook profile url is invalid.
Feature.AccountSettings.Message.Error.InvalidGuildedUrl,The Guilded profile url is invalid.
Feature.AccountSettings.Message.Error.InvalidTwitchUrl,The Twitch profile url is invalid.
Feature.AccountSettings.Message.Error.InvalidXUrl,The X handle is invalid.
Feature.AccountSettings.Message.Error.InvalidYouTubeUrl,The YouTube url is invalid.
Feature.AddFriends.Action.FriendAdded,Friend Added
Feature.AddFriends.Action.IgnoreAll,Ignore All
Feature.AddFriends.Action.IgnoreAllAltCase,Ignore all
Feature.AddFriends.Action.IgnoreConnectionRequest,Ignore Connection Request
Feature.AddFriends.Action.IgnoreFriendRequest,Ignore friend request
Feature.AddFriends.Action.IgnoreTrustedFriendRequest,Ignore trusted friend request
Feature.AddFriends.Action.RequestIgnored,Request Ignored
Feature.AddFriends.Description.CameraPermissionWarning,"Camera Access Not Enabled. To use the scanning QR code feature, please allow access of camera in your phone ""Settings"" > ""Applications"" > ""Roblox"""
Feature.AddFriends.Heading.AddFriends,Add friends
Feature.AddFriends.Heading.FindPeople,Find people
Feature.AddFriends.Label.AddFriendsTooltip,Get started by finding your friends so you can explore Roblox together.
Feature.AddFriends.Label.AgedUpSearchForFriendsPrompt,Find people on Roblox by searching for their username or name.
Feature.AddFriends.Label.ConnectWithContacts,Invite contacts or connect with friends already on Roblox!
Feature.AddFriends.Label.ConnectionRequests,Connection Requests
Feature.AddFriends.Label.ContactsTile,Contacts
Feature.AddFriends.Label.DeclineAllBackgrounded,Ignoring all friend requests. This may take a minute.
Feature.AddFriends.Label.EmptyState,Who will you explore Roblox with? Add Connections to do more on Roblox!
Feature.AddFriends.Label.EmptyState.FriendsRename,Who will you explore Roblox with? Add friends to do more on Roblox!
Feature.AddFriends.Label.EmptyStatePrompt,"Who will you explore Roblox with? Search for people to add, or connect with friends you already know!"
Feature.AddFriends.Label.FriendRequests,Friend Requests
Feature.AddFriends.Label.InputPlaceholder.SearchForPeople,Search for People
Feature.AddFriends.Label.InputPlaceholder.SearchForPeopleAltCapitalization,Search for people
Feature.AddFriends.Label.MyQRTile,My QR
Feature.AddFriends.Label.MyQrCode,My QR Code
Feature.AddFriends.Label.QRCodeTitle,QR code
Feature.AddFriends.Label.SchoolTile,Classmates
Feature.AddFriends.Label.SearchForFriendsPrompt,Find people on Roblox by searching for their username or display name.
Feature.AddFriends.Label.ShareQRCodeAddConnection,Share your QR code to add people you know
Feature.AddFriends.Label.SyncContactsInvitePeople,Sync contacts to find and invite friends!
Feature.AddFriends.Label.SyncWithContacts,
Feature.AddFriends.Label.TrustedConnectionRequests,Trusted Connection Requests
Feature.AddFriends.Label.TrustedFriendRequests,Trusted Friend Requests
Feature.AddFriends.Text.EmptyState,Who will you explore Roblox with?{lineBreak}Add Connections to do more on Roblox!
Feature.AddFriends.Text.EmptyState.FriendsRename,Who will you explore Roblox with?{lineBreak}Add friends to do more on Roblox!
Feature.AddFriends.Title.AddConnectionsToolTip,Roblox is better with Connections
Feature.AddFriends.Title.AddFriendsToolTip,Roblox is better with friends!
Feature.AddFriends.Title.AddFriendsTooltipTitle,
Feature.AddFriends.Title.CameraPermission,Camera Permission
Feature.AddFriends.Title.ConnectWithContacts,Add from Contacts
Feature.AddFriends.Title.ShareQRCode,Add from QR Code
Feature.AgeGuidelines.DisplayName.StrongLanguage,Strong Language
Feature.AgeGuidelines.Label.CreatorEnabled,Creator Enabled
Feature.AgeVerificationUpsell.Body.AgeSettingsRedirect,Unlock more content and features.
Feature.AgeVerificationUpsell.Button.Cancel,
Feature.AgeVerificationUpsell.Button.Continue,
Feature.AgeVerificationUpsell.Button.Settings,Verify My Age
Feature.AgeVerificationUpsell.Modal.ContentText,"Verify your age to access this experience.

1. Go to Account Info > Verify My Age
2. Complete the verification process
"
Feature.AgeVerificationUpsell.Modal.Title,
Feature.AgeVerificationUpsell.Title.AgeSettingsRedirect,Get an age check in settings
Feature.AppealsPortal.Action.FinalAppeal,Send final appeal
Feature.AppealsPortal.Action.OK,
Feature.AppealsPortal.Action.Send,
Feature.AppealsPortal.Action.SendAppeal,Send appeal
Feature.AppealsPortal.Description,More details about this violation aren’t available.
Feature.AppealsPortal.Description.AppealAccepted.Multiple,"We reviewed your appeal for {violationsList}, and {singleViolation} and we found that your activity didn’t break the rules explained in our Community Standards – so there are no consequences to your account. This will help us improve our reviews — thanks!"
Feature.AppealsPortal.Description.AppealAccepted.None,We reviewed your appeal and we found that your activity didn’t break the rules explained in our Community Standards – so there are no consequences to your account. This will help us improve our reviews — thanks!
Feature.AppealsPortal.Description.AppealAccepted.V2,We reviewed your appeal for {violations} and we found that your activity didn’t break the rules explained in our Community Standards – so there are no consequences to your account. This will help us improve our reviews — thanks!
Feature.AppealsPortal.Description.AppealDenied.Multiple,"We carefully reviewed your appeal for {violationsList}, and {singleViolation} and we still consider that your activity breaks the rules explained in our Community Standards. We understand this decision can feel disappointing, and appreciate your time sending an appeal."
Feature.AppealsPortal.Description.AppealDenied.None,"We carefully reviewed your appeal and we still consider that your activity breaks the rules explained in our Community Standards. We understand this decision can feel disappointing, and appreciate your time sending an appeal."
Feature.AppealsPortal.Description.AppealDenied.Singular,"We carefully reviewed your appeal for {singleViolation} and we still consider that your activity breaks the rules explained in our Community Standards. We understand this decision can feel disappointing, and appreciate your time sending an appeal."
Feature.AppealsPortal.Description.AppealDenied.V2,We carefully reviewed your appeal for {violations} and we still consider that your activity breaks the rules explained in our Community Standards. Thanks for sending an appeal.
Feature.AppealsPortal.Description.AppealDisclosures,More about appeals: {link}learn more and review disclosures.{linkEnd}
Feature.AppealsPortal.Description.AppealIneligible,You're no longer eligible to appeal this decision. Please verify your identity and try again.
Feature.AppealsPortal.Description.AppealReceived,"We’ll let you know of a decision soon. We estimate a response within 5 business days, depending on how complex the issue is. Thanks for sending an appeal."
Feature.AppealsPortal.Description.AppealReceived.Plural,"We’ll let you know of a decision soon. We estimate a response within {number} business days, depending on how complex the issue is. Thanks for sending an appeal."
Feature.AppealsPortal.Description.AppealReceived.Singular,"We’ll let you know of a decision soon. We estimate a response within 1 business day, depending on how complex the issue is. Thanks for sending an appeal."
Feature.AppealsPortal.Description.AppealRequiresIdv,"You need to verify your identity to appeal this decision. If you've verified your ID already, we may use that."
Feature.AppealsPortal.Description.AppealSubmitted,IGNORE - NOT NEEDED
Feature.AppealsPortal.Description.AppealSubmittedComplexity,"The actual time depends on many factors, including the complexity of the issues raised and how much relevant information you included."
Feature.AppealsPortal.Description.AppealSubmittedDecisionTime,We estimate a decision within 5 business days.
Feature.AppealsPortal.Description.AppealSubmittedDecisionTime.Plural,We estimate a decision within {number} business days.
Feature.AppealsPortal.Description.AppealSubmittedDecisionTime.Singular,We estimate a decision within 1 business day.
Feature.AppealsPortal.Description.AppealSubmittedUpdate,We’ll send an update with our decision and any action taken to the email address you provided.
Feature.AppealsPortal.Description.AppealSubmittedUpdate.OptOut,"We’ll send an update with our decision and any action taken to the email address you provided, unless you told us you don’t want more communications about this appeal."
Feature.AppealsPortal.Description.AppealsPortal,View past violations and manage your appeals. All content and behavior must adhere to the {link}Roblox Community Standards.{linkEnd}
Feature.AppealsPortal.Description.DetailsUnavailable,
Feature.AppealsPortal.Description.IssueClosed,We closed this issue because you decided to learn one of our rules to avoid a suspension.
Feature.AppealsPortal.Description.MatchEmail,Emails must match.
Feature.AppealsPortal.Description.MiscAppeal,Tell us if you think we made a mistake.
Feature.AppealsPortal.Description.MiscAppealLink,Appeal a decision you don’t see here
Feature.AppealsPortal.Description.NoCommunications,You chose to not receive any communications about this appeal
Feature.AppealsPortal.Description.OneAppeal,"By selecting Send, you confirm that this information is true and that you're only sending one appeal about this decision."
Feature.AppealsPortal.Description.OtherWarning,"To ensure review, only use Other when your appeal doesn't fit any other choice. We'll close appeals sent under the wrong category."
Feature.AppealsPortal.Description.RequestAppealReview.V3,Reviews are based on {link}Roblox Community Standards{linkEnd}.
Feature.AppealsPortal.Description.RequiredField,This field is required.
Feature.AppealsPortal.Description.VerifyIdentityToAppeal,This helps us determine whether this account should be linked to the banned account.
Feature.AppealsPortal.Description.ViolationInactive,We closed this issue because no further action is needed.
Feature.AppealsPortal.Header.AppealAccepted,We accepted an appeal you sent
Feature.AppealsPortal.Header.AppealDenied,We denied an appeal you sent
Feature.AppealsPortal.Header.AppealReceived,We received an appeal you sent
Feature.AppealsPortal.Header.RequestAppeal,Request appeal
Feature.AppealsPortal.Header.ViolationInactive,Violation resolved
Feature.AppealsPortal.Heading.ActivityReviewed,Activity we reviewed
Feature.AppealsPortal.Heading.AppealDecision,Appeal a decision
Feature.AppealsPortal.Heading.AppealSubmitted,We received your appeal
Feature.AppealsPortal.Heading.AppealTimeline,Appeal timeline
Feature.AppealsPortal.Heading.AppealUnavailable,Appeal unavailable
Feature.AppealsPortal.Heading.MiscAppeal,
Feature.AppealsPortal.Heading.VerifyIdentityToAppeal,Let's verify your identity so you can send an appeal
Feature.AppealsPortal.Heading.ViolationsAndAppeals,Violations and appeals
Feature.AppealsPortal.Label.AccessoryDescription,Accessory Description
Feature.AppealsPortal.Label.Account,Account
Feature.AppealsPortal.Label.ActivityReviewed,
Feature.AppealsPortal.Label.Ad,Ad
Feature.AppealsPortal.Label.AdId,Ad ID
Feature.AppealsPortal.Label.AltAccount,Alt account
Feature.AppealsPortal.Label.AppealComment,Comment you sent:
Feature.AppealsPortal.Label.AppealMessageCharacterCount,{current}/{max} characters
Feature.AppealsPortal.Label.AppealReason,Why are you appealing?
Feature.AppealsPortal.Label.AppealReason.Placeholder,Tell us why you think we should change our decision.
Feature.AppealsPortal.Label.AssetId,Asset ID
Feature.AppealsPortal.Label.AssetName,Asset Name
Feature.AppealsPortal.Label.AudioStartTime,Audio start time
Feature.AppealsPortal.Label.AvatarItem,Avatar item
Feature.AppealsPortal.Label.Billing,Billing
Feature.AppealsPortal.Label.BundleDescription,Bundle Description
Feature.AppealsPortal.Label.BundleId,Bundle ID
Feature.AppealsPortal.Label.BundleName,Bundle Name
Feature.AppealsPortal.Label.ChatEvidenceId,Chat Evidence ID
Feature.AppealsPortal.Label.Cheating,Cheating
Feature.AppealsPortal.Label.ContentMaturity,Content Maturity Questionnaire Submission
Feature.AppealsPortal.Label.DecisionCategory,What kind of decision do you want to appeal?
Feature.AppealsPortal.Label.DisplayName,Display name
Feature.AppealsPortal.Label.DropdownPlaceholder,Select one
Feature.AppealsPortal.Label.EmailConfirmation,Confirm your email
Feature.AppealsPortal.Label.EmailInput,Your email
Feature.AppealsPortal.Label.EmailOptOutCheckbox,Check if you don’t want to receive any more communications about this appeal.
Feature.AppealsPortal.Label.Experience.ContentMaturity,Experience I own - Content maturity
Feature.AppealsPortal.Label.Experience.Suspension,Experience I own - Suspension
Feature.AppealsPortal.Label.ExperienceIOwnContentMaturity,
Feature.AppealsPortal.Label.ExperienceIOwnSuspension,
Feature.AppealsPortal.Label.ExperienceLinkPrompt,Enter a link to your experience
Feature.AppealsPortal.Label.ExploitDetected,Device exploit detected
Feature.AppealsPortal.Label.Group,Group
Feature.AppealsPortal.Label.ID,ID
Feature.AppealsPortal.Label.IDArg,ID: {id}
Feature.AppealsPortal.Label.ImageOrOtherAsset,Image or other asset
Feature.AppealsPortal.Label.ImmersiveBrandedAd,Integrated Ad
Feature.AppealsPortal.Label.ImmersiveBrandedAdPlacementId,Integrated Ad Placement ID
Feature.AppealsPortal.Label.Location,
Feature.AppealsPortal.Label.LookDescription,Shared Avatar Description
Feature.AppealsPortal.Label.LookId,Shared Avatar ID
Feature.AppealsPortal.Label.LookName,Shared Avatar Name
Feature.AppealsPortal.Label.PlaceIDPrompt,What's the place ID?
Feature.AppealsPortal.Label.PlaceId,Place ID
Feature.AppealsPortal.Label.PlaceName,Place Name
Feature.AppealsPortal.Label.ProfileDescription,Profile description
Feature.AppealsPortal.Label.Reason,Reason
Feature.AppealsPortal.Label.ReportAndAppeals,Violations & Appeals
Feature.AppealsPortal.Label.Type.Asset,Asset
Feature.AppealsPortal.Label.Type.Audio,Audio
Feature.AppealsPortal.Label.Type.Avatar,
Feature.AppealsPortal.Label.Type.AvatarAccessory,Avatar Accessory
Feature.AppealsPortal.Label.Type.AvatarAccessoryText,Avatar Accessory Name and Description
Feature.AppealsPortal.Label.Type.Bundle,
Feature.AppealsPortal.Label.Type.BundleText,Bundle Name and Description
Feature.AppealsPortal.Label.Type.Chat,
Feature.AppealsPortal.Label.Type.CommerceProduct,Commerce Product
Feature.AppealsPortal.Label.Type.ContentMaturity,Experience
Feature.AppealsPortal.Label.Type.Experience,
Feature.AppealsPortal.Label.Type.Game,Game
Feature.AppealsPortal.Label.Type.Image,Image
Feature.AppealsPortal.Label.Type.Look,Shared Avatar
Feature.AppealsPortal.Label.Type.LookText,Shared Avatar Name and Description
Feature.AppealsPortal.Label.Type.Mesh,Mesh
Feature.AppealsPortal.Label.Type.Model,Model
Feature.AppealsPortal.Label.Type.Plugin,Plugin
Feature.AppealsPortal.Label.Type.Post,Post
Feature.AppealsPortal.Label.Type.Screenshot,Screenshot
Feature.AppealsPortal.Label.Type.UserProfile,User profile
Feature.AppealsPortal.Label.Type.Video,Video
Feature.AppealsPortal.Label.Type.Voice,Voice Chat
Feature.AppealsPortal.Label.TypeBrokeRules.Generic,Your behavior broke the rules
Feature.AppealsPortal.Label.TypeLower.Account,account
Feature.AppealsPortal.Label.TypeLower.Ad,ad
Feature.AppealsPortal.Label.TypeLower.AltAccount,alt account
